Age,Salary,Department,JobSatisfaction,Overtime,YearsAtCompany,WorkLifeBalance,DistanceFromHome,Attrition
41,93669,1,1,1,18,3,1,0
41,92197,1,3,0,14,3,4,0
36,75727,1,3,0,2,4,1,0
18,86289,1,3,0,1,4,1,0
53,85799,1,2,0,17,4,2,0
33,76399,1,3,0,3,4,2,0
49,102015,2,2,1,7,3,10,0
31,87151,0,3,1,1,1,11,0
27,94635,0,3,1,8,3,2,0
59,91798,0,3,0,8,4,1,0
24,98014,1,3,0,5,1,30,0
48,137984,1,4,0,12,3,1,0
34,58360,1,4,1,3,3,4,1
35,71612,0,2,0,9,3,1,0
34,92364,1,3,0,15,4,6,0
41,94585,0,4,0,17,2,10,0
31,125377,2,4,0,8,1,16,0
51,103572,0,1,0,12,4,2,0
21,113756,2,3,0,1,4,4,1
32,90272,1,3,1,3,3,7,0
42,101110,1,3,0,3,3,10,0
47,64921,1,4,1,9,4,4,1
46,98316,0,2,0,15,3,8,0
30,79117,0,4,0,6,2,3,0
32,77286,1,2,0,6,2,8,0
35,107127,0,3,0,16,3,2,0
31,102264,1,3,0,11,1,22,0
29,72031,1,3,0,1,3,20,0
55,118301,0,4,1,2,3,17,1
51,87403,1,3,0,17,3,17,0
26,109353,1,1,0,2,2,4,0
41,81844,0,2,0,5,3,12,1
39,65185,2,1,1,6,1,9,1
32,101224,1,2,1,1,3,6,1
28,108950,1,3,1,5,1,22,1
54,80143,1,3,0,20,3,5,0
45,116571,1,2,0,5,2,7,0
44,86745,1,4,1,1,2,4,1
37,81775,2,4,0,8,4,20,0
29,80237,1,2,1,6,2,3,0
45,97448,1,4,0,16,3,5,0
24,73709,2,4,0,5,4,4,0
25,92484,1,2,0,3,2,1,0
37,85626,0,4,1,6,4,5,1
32,60028,2,4,0,3,2,1,0
35,74824,0,1,0,7,1,1,0
33,106086,1,4,1,9,2,8,0
21,105011,1,3,0,2,3,2,1
23,65594,1,4,0,4,1,8,0
33,65582,1,2,1,11,3,17,1
31,67218,1,3,1,7,3,4,0
37,82197,1,3,0,7,1,4,1
34,96588,0,2,1,9,3,1,1
32,92261,1,2,0,2,4,4,1
29,97833,1,4,0,7,3,1,0
38,100261,1,2,0,2,2,1,0
46,81491,1,2,1,5,3,1,1
51,75090,1,1,1,15,2,1,0
31,67603,0,1,0,12,2,1,1
49,115581,0,2,0,20,1,3,0
34,79090,0,2,0,9,4,5,0
41,77523,1,1,0,20,4,11,0
36,114513,1,3,1,9,4,1,0
47,104332,0,4,0,9,3,1,0
30,80394,1,3,0,3,2,3,1
41,48740,1,1,1,15,1,5,1
35,90305,0,2,0,3,3,1,0
18,104231,1,3,0,1,2,1,1
25,62493,1,2,1,5,3,10,0
32,70944,0,2,0,13,2,2,1
24,100627,0,3,0,2,3,6,0
30,65243,1,3,0,7,4,3,0
47,83987,1,3,0,11,3,11,0
39,82386,1,3,0,2,3,2,0
31,86320,1,4,0,2,2,6,1
60,96465,0,2,1,10,4,2,0
37,69584,1,2,0,9,2,6,0
40,87528,1,3,0,1,2,3,0
30,100923,1,3,0,2,3,2,0
43,81939,1,3,0,3,3,1,0
28,114211,1,3,1,6,3,1,1
41,68043,1,2,0,3,3,3,1
33,71290,2,1,0,13,3,2,0
33,105293,1,1,0,2,2,15,0
37,86158,1,2,1,7,3,11,1
49,74179,1,2,0,6,4,1,0
24,110867,0,4,1,2,2,3,0
36,127356,1,3,1,9,1,1,0
36,69635,1,4,0,11,3,1,0
44,84249,0,2,1,14,1,1,1
26,67435,2,4,0,2,4,5,0
40,84939,1,1,0,15,2,5,1
40,113912,1,2,0,9,3,1,0
36,58944,1,4,0,14,4,2,0
41,68744,0,4,1,8,2,27,0
33,97274,1,4,0,5,1,1,0
58,93253,1,3,0,5,3,6,0
37,96801,0,2,0,18,3,1,0
39,98633,0,3,0,2,2,6,0
38,102797,1,2,1,14,2,1,1
39,68428,0,3,0,16,3,5,0
41,59512,2,4,0,1,3,7,0
45,99931,2,4,0,11,4,3,0
32,50500,2,3,0,5,2,1,0
54,94367,0,4,0,20,3,5,0
18,69196,1,4,0,1,2,30,0
41,60638,1,2,1,11,4,14,0
36,105555,1,2,0,5,2,6,0
31,102050,0,4,0,1,2,14,0
25,76503,0,2,1,2,3,5,1
32,108015,2,2,0,6,2,4,0
36,61496,1,1,1,14,4,12,0
28,90250,0,2,1,4,3,9,0
30,73286,0,1,0,9,1,2,0
20,105660,1,3,0,1,4,1,0
36,59640,0,2,0,17,2,8,0
36,89236,0,2,0,7,3,3,0
39,72658,1,3,1,7,3,1,0
31,81351,1,1,1,3,3,3,0
41,76111,0,2,1,20,4,22,1
28,80074,1,3,0,5,4,1,0
45,35203,1,1,1,10,3,11,1
39,73519,1,1,1,16,1,12,1
44,72100,1,3,0,16,4,1,0
39,112980,1,3,0,11,3,5,0
46,89968,0,3,1,13,3,20,1
37,95721,1,4,0,7,3,3,0
35,97884,1,3,0,13,3,12,0
30,107540,0,4,0,3,3,24,0
40,76893,1,3,1,17,3,7,0
29,125318,0,1,0,3,3,2,0
34,91490,0,2,1,9,3,3,0
36,86150,1,2,0,10,4,5,0
43,76426,0,1,1,18,3,26,0
33,75626,0,1,0,1,4,4,0
48,126833,2,3,1,17,1,6,0
34,96538,0,1,0,2,3,6,0
38,101817,1,2,0,11,3,2,0
30,111028,0,3,0,11,4,18,0
35,116543,0,3,1,3,2,2,0
52,74918,1,1,0,7,3,10,0
27,95711,1,3,0,1,3,4,0
46,65860,1,1,0,11,2,8,1
32,67679,0,3,0,11,2,3,0
47,109226,1,2,0,11,4,7,0
41,81340,1,1,1,19,3,8,1
43,113850,1,2,1,7,3,2,0
39,68124,2,1,0,17,3,7,1
25,62842,1,2,1,3,3,1,1
44,119025,1,4,0,19,3,2,0
32,88380,0,2,0,8,1,1,1
25,130933,1,3,0,4,3,1,0
34,110393,0,4,0,2,4,1,0
30,54408,2,2,0,2,3,2,1
44,85316,1,2,0,4,2,1,1
43,88374,0,4,1,20,2,8,0
38,111353,1,3,0,15,3,1,0
48,74351,0,2,1,3,3,11,1
45,79759,1,1,0,5,3,6,1
32,74708,0,4,1,1,4,1,1
41,103319,2,3,0,18,4,2,0
38,71538,1,3,1,18,4,10,1
38,93882,1,3,0,2,2,3,0
29,84532,2,1,1,8,2,2,0
39,76454,1,3,1,11,2,5,1
29,90561,1,3,0,1,3,3,0
23,91570,0,4,1,3,1,21,0
33,67849,1,3,1,13,3,1,1
34,105752,1,4,0,5,3,1,0
33,77543,1,3,1,8,1,2,1
50,82427,1,3,1,13,3,6,1
50,81435,0,4,0,20,3,2,0
47,81430,1,3,0,15,3,1,0
42,69828,1,4,0,8,3,7,0
39,114371,1,1,0,2,3,21,0
27,63823,0,3,0,8,3,1,0
56,53286,1,1,0,18,3,1,0
36,80927,2,4,0,3,1,3,1
44,64052,1,3,1,9,3,1,1
50,110362,1,3,0,15,4,1,0
36,100849,1,1,1,11,3,6,0
33,50532,1,3,1,3,3,9,1
41,86306,0,3,0,1,4,5,0
20,67091,1,2,0,1,3,1,0
30,46347,1,1,0,7,4,11,1
35,95055,1,1,0,6,2,1,0
48,149104,1,2,0,9,4,2,0
44,70184,1,3,0,18,3,5,0
33,113426,1,2,0,11,3,1,0
41,70539,1,3,1,5,3,19,1
29,84002,0,2,1,2,3,12,0
45,83604,0,4,0,15,2,15,0
23,41545,0,3,1,4,3,9,0
36,59498,1,3,0,6,4,9,0
46,87151,1,1,1,19,4,19,0
39,108893,1,3,0,10,4,1,0
37,52949,1,3,1,4,3,3,1
53,105095,1,3,1,2,2,15,1
29,97243,1,3,1,9,2,8,1
29,67212,0,1,0,8,3,1,0
25,77012,1,3,1,6,2,9,1
26,101588,1,2,0,7,2,1,1
28,98860,0,1,1,1,2,18,1
49,92858,1,1,0,17,3,1,0
24,108375,1,1,0,2,3,13,1
36,99517,0,3,0,1,1,10,0
25,53476,1,4,0,2,4,17,1
40,88623,1,2,0,19,4,4,0
26,68559,1,1,1,1,1,3,1
43,107125,0,2,0,17,3,16,1
33,52060,0,3,0,1,2,1,1
24,97860,1,3,1,3,4,1,0
25,102903,1,2,0,6,3,8,0
27,80609,1,2,1,5,4,7,1
53,99699,0,3,0,9,4,25,0
40,79461,1,3,1,6,3,1,0
37,71490,1,3,0,15,3,1,0
40,94052,0,3,0,11,4,9,0
45,86322,0,3,0,14,4,1,0
36,90857,2,4,0,7,4,25,0
42,56264,1,1,1,15,3,2,1
35,72739,1,4,1,5,1,1,0
47,99766,0,2,0,3,3,8,1
29,80616,2,2,0,1,2,5,1
37,76577,1,2,0,5,3,8,1
44,106768,1,2,1,8,2,30,0
27,121879,1,1,0,3,3,13,0
43,82769,1,3,1,15,4,13,0
34,62171,1,2,1,10,3,3,0
38,85271,0,4,0,12,3,1,0
24,32729,1,4,0,5,3,1,1
35,74968,0,1,0,6,3,3,0
32,83108,2,4,0,2,4,8,1
39,96609,2,3,0,19,3,4,0
22,90123,1,4,1,2,2,5,0
48,115535,2,4,1,16,1,1,1
22,49301,1,3,0,3,3,16,1
45,100890,1,2,0,17,4,1,0
30,79160,0,2,0,2,2,11,0
23,94479,1,1,1,4,1,20,1
31,85131,0,2,1,3,3,9,1
30,82690,1,2,1,9,3,1,0
53,48946,1,4,1,17,3,3,0
42,75733,2,2,0,14,3,3,0
40,72307,1,1,1,14,3,6,0
41,61046,1,1,0,6,3,1,0
20,51957,1,1,0,1,1,1,1
44,79724,1,2,1,15,2,6,1
30,109231,1,3,0,3,2,23,0
35,53895,0,4,0,5,4,1,0
26,63533,1,4,0,4,4,10,1
27,92441,1,2,0,2,4,5,0
29,105690,1,4,0,5,2,3,0
28,57871,1,4,1,5,1,1,1
43,58427,1,2,0,9,3,21,0
31,71101,0,3,0,7,2,2,1
31,106565,1,3,0,3,3,1,0
23,113175,0,4,0,2,4,28,0
34,82497,0,2,0,5,3,2,0
22,76141,1,2,0,2,2,2,1
29,67217,0,3,0,1,2,5,0
33,117913,0,2,0,10,1,9,0
31,45510,1,3,0,8,3,2,1
47,90650,0,1,1,10,3,3,0
30,97615,0,3,0,2,2,11,0
31,65086,0,4,0,1,3,14,0
33,92450,1,1,1,1,3,11,0
39,113103,0,3,1,19,4,20,0
26,99976,1,3,0,6,3,7,0
52,100511,1,2,0,1,4,3,0
40,99712,1,3,1,16,4,1,0
41,100038,1,4,0,16,2,1,0
41,62802,0,1,0,1,4,1,0
36,69933,1,4,0,9,3,1,0
45,109465,0,3,1,7,3,3,0
30,103826,1,4,0,7,4,1,0
26,105544,1,1,0,7,2,1,0
27,75444,1,3,0,7,4,1,1
39,98680,1,4,0,14,3,23,0
34,79508,1,3,0,6,3,1,0
47,95650,0,1,1,16,4,13,0
34,70239,0,2,0,3,3,3,0
36,65810,0,3,0,15,3,5,0
40,88586,0,2,1,15,3,1,1
29,71871,1,1,1,7,3,5,1
24,81303,1,1,1,2,1,4,1
39,113834,1,3,1,18,2,2,0
39,69431,1,2,0,11,2,12,0
58,80904,0,3,0,14,3,8,0
25,72560,1,3,1,2,3,20,1
44,50988,1,3,0,6,3,30,0
27,90984,1,4,0,5,2,4,0
31,63485,1,4,0,5,3,11,0
44,80834,1,4,0,18,2,5,0
29,112177,1,2,0,2,2,10,0
54,90935,1,2,0,2,2,21,0
43,104184,1,2,1,5,4,16,1
55,109606,1,4,0,11,3,17,0
35,52161,0,4,1,12,4,4,1
37,99930,1,2,0,6,3,1,0
54,55598,1,3,0,8,2,2,0
33,92580,1,2,0,4,1,1,0
32,85570,0,4,0,12,3,8,0
37,71467,1,1,0,18,3,1,0
36,67765,1,4,0,7,2,17,1
38,77111,0,2,0,11,4,11,0
36,86503,1,1,1,5,3,9,1
39,65400,0,3,0,8,4,24,0
35,87025,1,1,0,15,2,22,1
33,71880,0,3,0,8,4,1,0
43,81616,1,4,0,9,2,30,1
36,92088,2,1,1,15,3,11,1
52,129122,0,2,0,7,2,9,0
36,94026,1,2,0,6,3,1,0
32,71078,0,3,1,11,1,2,1
41,109610,0,4,0,5,2,8,0
36,85326,1,2,1,14,3,4,1
54,92941,1,2,1,12,2,1,0
48,73562,0,3,0,16,2,2,0
37,102691,1,3,0,18,3,21,0
57,105780,1,2,1,6,3,1,0
25,89090,1,3,0,1,3,6,0
39,70581,1,2,1,12,1,1,1
47,56622,0,2,1,3,4,30,0
40,83791,0,4,1,20,4,1,0
26,66840,1,3,0,7,1,12,1
34,91155,1,4,1,3,4,15,1
42,100045,1,2,0,1,2,3,0
22,89361,1,3,0,3,3,3,0
47,56655,0,4,0,17,2,5,0
47,99047,0,3,0,18,4,2,0
35,81432,0,2,1,3,3,2,1
39,91421,1,3,0,15,4,26,0
27,54476,0,3,0,2,4,14,0
43,65403,1,3,1,16,4,14,1
37,79103,1,1,0,17,2,1,0
36,65837,1,3,0,1,3,1,0
33,61029,1,4,0,7,3,5,0
28,101052,1,4,0,9,1,1,0
37,109410,1,4,0,11,3,28,0
47,101578,2,2,1,14,2,4,0
40,77746,1,4,0,20,4,4,0
30,61782,1,1,0,1,3,2,0
48,87000,0,4,0,17,2,4,0
41,79496,1,4,0,14,3,7,0
36,62783,0,3,0,16,4,12,0
37,117344,0,1,0,9,2,1,0
46,102661,1,2,0,16,3,6,0
30,77244,1,2,1,11,1,8,1
39,61756,1,1,1,3,3,3,0
32,112181,1,3,0,6,2,1,1
38,93332,0,2,0,19,2,12,0
31,108680,1,3,0,3,3,8,0
26,76954,0,4,0,7,2,4,0
19,82309,1,4,1,1,4,4,1
28,81547,2,4,0,5,2,4,0
45,96383,0,4,0,12,2,7,0
38,107851,0,3,0,9,3,8,0
45,127565,1,3,1,12,3,8,0
32,69243,1,3,0,9,2,1,0
36,54287,0,1,0,10,3,1,0
39,79140,1,2,0,1,3,1,1
32,92336,2,2,0,11,3,8,0
38,58200,1,3,0,8,4,9,0
31,86274,1,2,0,5,3,1,0
37,116199,1,3,1,6,1,1,0
51,89412,0,2,0,8,3,4,0
41,86269,1,1,1,12,4,2,0
23,84988,2,3,0,1,2,2,0
32,92187,1,2,1,6,2,6,0
31,66114,0,4,0,12,2,14,0
41,63782,1,2,0,11,2,1,0
47,72589,2,3,0,2,4,10,1
36,55387,1,4,0,2,2,8,0
36,64270,1,2,1,6,4,13,1
46,113243,0,2,1,16,3,12,0
34,101821,1,1,1,13,4,4,0
28,86564,1,2,0,8,4,1,0
34,73204,1,2,1,4,4,2,0
52,29830,0,1,0,14,3,1,0
27,84950,0,3,0,8,4,9,1
26,108543,1,4,0,1,1,3,0
27,38380,1,2,0,4,1,4,1
48,79693,1,1,1,10,2,9,1
40,98467,0,3,0,8,4,4,0
33,79553,1,4,0,13,3,13,0
28,63169,1,4,1,2,4,21,1
37,91269,2,2,1,5,1,4,1
47,87111,0,3,1,5,4,1,0
35,99583,1,3,1,7,4,2,0
21,79486,1,1,1,1,4,4,0
60,91354,1,3,0,3,4,10,0
39,94400,1,4,1,3,3,1,1
30,64747,1,1,0,10,4,1,0
39,84243,1,4,0,1,3,1,0
38,90411,2,2,0,19,2,1,0
30,62646,1,3,0,10,3,2,0
33,89024,1,4,1,4,4,2,0
30,89318,1,4,1,4,3,2,1
18,89673,1,3,0,1,4,8,0
36,73878,0,1,0,10,3,6,0
36,80488,1,4,1,1,1,2,1
36,87181,0,2,0,2,3,19,0
35,82951,0,3,0,15,3,2,0
28,85481,0,2,0,8,4,9,0
37,44867,1,3,0,9,2,16,1
34,69745,1,3,0,10,2,3,0
31,66894,0,3,0,7,3,15,1
42,54698,0,3,1,1,3,15,1
27,78782,1,3,0,2,2,1,0
52,68660,1,2,0,17,2,1,0
34,63354,0,2,0,13,1,1,1
35,87272,1,3,0,9,2,12,0
40,97868,1,3,0,17,3,1,0
48,113754,0,3,0,2,2,1,0
27,69966,1,4,0,1,3,16,0
46,99942,1,3,1,5,3,12,1
29,93347,0,3,0,3,3,8,1
42,100391,1,3,0,5,3,6,0
46,98321,1,3,1,17,4,17,1
33,69488,1,3,1,1,3,30,1
36,98017,1,2,0,4,2,9,0
33,80502,1,2,1,1,1,10,1
35,81482,1,4,0,11,2,17,0
35,47923,1,2,0,12,2,2,0
50,80779,0,2,0,7,4,14,0
28,80614,0,4,0,5,2,6,0
35,86395,1,4,0,10,2,5,0
50,115060,0,4,0,13,3,14,0
30,114658,1,4,1,2,3,12,1
30,71071,1,2,1,6,3,8,1
41,79944,2,3,1,8,1,9,1
30,73945,1,2,0,7,4,2,0
19,76656,1,4,0,1,2,1,0
39,62396,1,4,0,7,4,3,0
36,67315,0,1,0,15,2,3,0
24,77395,0,1,0,4,3,3,1
38,84175,1,1,0,6,4,1,0
29,62892,1,4,0,4,2,5,0
37,73560,1,3,1,7,3,15,0
22,75649,0,3,1,3,3,20,0
42,68404,0,3,0,17,1,1,0
29,116288,1,4,1,8,2,1,0
50,64050,2,3,1,2,3,5,0
45,92070,0,4,0,17,3,1,0
40,97475,1,2,1,8,3,12,0
51,89191,0,1,0,1,2,16,0
42,55992,1,2,1,18,1,10,1
25,62889,1,2,0,6,3,2,0
38,69274,1,4,1,8,2,12,0
36,63671,0,2,1,12,3,1,1
39,84915,1,2,0,19,2,9,0
54,92539,1,3,0,15,2,1,0
43,75301,1,1,0,15,3,2,0
41,87376,2,3,0,5,3,1,0
48,79253,0,4,1,17,1,17,0
45,132064,0,3,1,14,3,6,0
25,54860,1,1,1,2,1,2,1
29,110271,1,1,1,1,4,30,1
31,77099,1,1,0,8,2,11,0
47,57755,0,2,1,7,1,1,1
55,97305,1,1,0,13,2,4,0
41,36132,1,1,1,7,4,1,0
31,97865,1,3,0,3,1,1,0
33,58176,0,2,0,14,2,1,0
29,76759,1,3,0,5,3,1,0
52,93574,1,4,0,5,2,15,0
22,81963,1,3,0,1,4,12,0
21,92515,1,1,0,2,4,1,1
30,86702,1,4,1,8,1,7,1
