ClaimAmount,CustomerAge,PolicyYears,AccidentSeverity,NumberOfClaims,VehicleAge,PremiumAmount,Fraudulent
1663,37,2,0,1,8,1573,0
1744,50,7,1,4,3,2102,1
5086,45,15,0,1,9,1488,0
3421,27,4,0,1,9,1647,0
4287,37,15,1,1,3,1782,0
3697,59,8,0,1,12,1492,0
1213,59,7,0,3,17,2338,1
1492,31,4,0,1,7,1353,0
3489,31,1,0,2,10,1842,0
2976,32,12,1,3,11,2091,0
5172,43,4,2,2,7,1533,0
3912,53,3,2,1,5,1364,1
3394,50,7,2,1,7,1522,1
2608,53,9,0,2,6,1610,0
5701,55,9,0,1,11,1312,0
11728,42,3,2,2,1,1604,1
17425,38,11,1,1,1,1335,0
2926,32,13,1,2,12,1937,0
14397,66,6,1,1,4,1398,1
3884,40,1,1,4,2,1620,1
7542,39,2,0,4,11,2161,1
4818,65,11,1,1,8,1586,0
12935,58,13,0,1,9,1571,0
2841,41,10,0,1,5,1399,0
7663,19,1,0,1,7,1527,1
4314,48,14,2,2,5,1587,0
858,58,6,2,1,6,1210,0
1818,29,8,2,1,6,1609,0
3416,35,14,0,1,11,1608,0
1555,55,12,0,3,5,1797,0
2746,31,4,0,1,12,1544,0
12529,44,14,2,1,12,1727,0
6297,43,13,0,1,3,1523,0
3072,45,13,1,1,13,1997,0
40031,53,9,1,3,6,1863,1
5028,34,8,0,1,4,1444,0
6543,46,5,2,1,5,1308,0
2721,56,15,1,2,4,1712,0
8681,42,1,1,1,1,1469,0
2248,65,8,2,3,5,1827,0
7646,33,5,2,2,17,1689,1
3685,35,12,0,2,4,1573,0
3581,59,6,0,1,10,1180,0
5176,45,10,1,1,8,1521,0
14639,37,15,0,1,4,1314,0
1573,63,2,1,1,6,1355,0
4559,74,6,1,1,5,1275,0
4772,34,1,0,1,6,1383,0
9948,44,4,0,1,1,1097,0
1856,32,11,1,2,6,1481,1
6443,44,15,1,2,4,1640,0
6440,65,12,1,1,1,1229,0
4713,26,5,0,1,8,1487,0
7061,33,5,2,1,5,1478,0
3539,53,2,0,3,5,1485,0
31955,50,14,1,4,1,1458,0
5263,53,7,0,1,9,1468,0
6004,54,11,1,3,8,1733,0
5827,57,11,0,2,10,1608,0
6153,33,13,1,1,3,1503,0
7029,27,7,0,1,4,1751,0
10725,55,6,1,1,6,1663,0
3318,20,1,0,1,3,1505,0
22524,51,15,1,4,8,1840,0
984,33,7,0,3,4,1899,0
7251,27,1,1,1,10,1903,1
4679,59,15,1,1,1,1401,0
2889,56,6,1,1,4,1602,0
1782,39,13,1,1,11,1971,1
3372,61,12,1,1,1,1184,0
4616,28,7,0,2,10,1681,0
2357,48,10,0,1,8,1565,0
2793,36,1,0,2,4,1838,1
1162,59,15,0,1,4,1568,0
4907,27,6,0,3,6,2105,0
4627,47,15,1,1,7,1459,0
6238,36,12,0,3,4,1450,0
2904,42,1,0,3,7,1644,0
7538,38,3,0,1,8,1586,0
2373,41,5,0,5,6,1993,0
10297,18,1,0,1,5,1633,1
6276,36,1,0,3,2,1536,0
9461,35,2,2,2,5,1522,0
6251,64,1,0,1,4,1624,0
11732,48,4,1,2,1,1566,0
5137,52,15,2,3,14,2388,0
4460,54,3,1,2,1,1397,0
2804,60,13,1,2,6,1839,0
6899,39,15,1,1,8,1722,0
2623,73,11,0,2,15,1848,0
4008,49,1,0,3,6,1868,1
4560,45,15,1,1,2,1469,0
8422,38,12,1,1,13,1544,0
3699,38,1,2,1,1,1427,0
13550,74,1,2,2,3,1389,1
4068,53,1,1,1,1,1712,1
5847,56,9,0,2,12,1444,0
2805,63,10,0,1,9,1794,0
4435,67,9,2,1,1,1603,0
19210,37,2,0,2,4,1788,0
2182,52,7,0,1,12,1463,0
11039,31,2,1,2,8,1954,1
3278,32,10,1,1,4,1607,0
12451,61,4,0,1,1,1366,0
7338,42,2,1,1,2,1603,0
8783,65,12,1,1,1,1469,0
6095,33,12,0,1,1,1267,0
1762,29,4,2,3,8,1600,0
9679,68,15,1,1,6,1506,0
3188,47,12,0,1,5,1486,0
1759,77,10,0,3,5,1578,0
4032,62,6,0,2,3,1762,1
2781,23,3,0,1,5,1309,0
9196,45,8,0,2,13,1763,0
8678,47,4,0,2,6,1777,0
5378,63,12,2,3,4,1685,0
13167,37,14,0,1,9,1709,0
10248,41,7,0,2,10,1644,0
3270,37,8,1,1,7,1728,0
7569,57,7,0,2,1,1454,0
5647,35,2,0,1,10,1770,0
5773,51,5,1,1,8,1637,0
2539,44,6,0,3,10,2290,0
6223,39,3,2,1,13,1794,1
2618,48,14,1,1,9,1798,0
1471,49,13,0,1,18,1679,0
3702,32,10,0,3,3,1644,0
3921,59,7,0,4,7,2081,0
3735,39,1,2,1,1,1673,1
17051,43,7,1,3,1,1723,0
16021,42,2,1,3,6,1823,1
12201,42,4,1,1,4,1591,0
8105,34,15,0,3,9,2172,0
6234,65,11,1,1,4,1521,0
2182,30,7,0,2,6,2054,0
27755,22,3,1,5,8,2105,1
4547,42,9,1,1,14,1742,0
9668,30,9,0,1,6,1241,0
17014,62,7,0,1,10,1470,0
4562,56,2,1,1,8,1429,0
3696,20,1,0,1,6,1472,0
7469,45,12,0,1,5,1581,0
1087,32,8,0,1,12,1732,0
2690,18,1,1,3,9,1675,0
4250,52,8,1,1,3,1670,0
13351,80,3,1,1,9,1720,0
9671,34,10,0,1,8,1264,0
3715,64,14,0,3,12,1991,0
7018,34,11,2,1,6,1608,0
2469,44,11,1,2,3,1261,1
10266,44,7,0,1,8,1692,0
1464,18,1,0,1,11,1433,0
4799,27,6,2,1,6,1556,0
11643,46,13,0,1,10,2006,0
5892,61,4,0,5,12,2158,0
5321,22,2,1,1,4,1686,0
20488,59,10,2,1,2,1230,0
2582,53,15,0,1,13,1703,0
2548,32,9,1,3,8,2226,0
1794,39,3,0,2,8,1798,0
2019,56,11,0,1,1,1016,0
2238,54,4,0,1,11,1951,0
14613,50,5,0,1,1,1324,0
1556,61,15,0,1,11,1984,0
4779,55,4,1,1,2,1483,0
1705,22,1,1,3,4,1538,0
6702,47,1,0,2,6,1797,0
1920,33,3,0,2,1,1187,1
8390,60,10,0,1,10,1771,0
3717,21,2,1,1,8,1533,0
1604,54,10,0,1,7,1648,0
1753,57,2,0,1,7,1641,0
2041,41,14,0,2,5,1969,0
21335,55,6,0,1,3,1099,0
6484,41,9,0,3,6,1680,0
4956,35,11,0,3,9,1838,0
6819,51,14,0,1,1,1436,0
10718,45,8,0,2,7,2075,1
4552,49,13,2,3,11,2260,0
8036,24,1,0,3,4,1767,0
4277,36,5,0,1,5,1655,0
12114,55,10,0,1,5,1456,0
2423,41,12,2,1,7,1410,0
5258,39,14,1,2,5,1754,0
9416,60,3,0,2,2,1310,0
2168,70,8,0,2,10,1817,0
9031,43,9,0,2,17,2179,0
3896,29,4,2,1,7,1591,1
5835,45,2,2,1,11,1750,1
1591,18,1,2,3,11,2073,1
4298,37,1,2,2,1,1601,1
3186,43,10,0,3,5,1575,0
5900,53,4,0,2,7,1585,0
1414,48,6,0,1,1,1478,0
13669,66,1,0,1,16,1529,1
1355,20,1,1,1,8,1553,1
10327,56,14,0,1,10,1874,0
2684,40,15,0,1,1,1530,0
1547,51,14,2,1,8,1603,0
3105,45,14,0,2,11,2286,0
2701,43,13,0,1,12,1672,0
21182,19,1,0,3,5,1612,0
7760,38,13,2,5,9,2167,0
6987,36,15,0,1,4,1519,0
7285,28,9,1,1,9,1732,0
1092,21,2,1,2,2,1888,0
9442,41,4,2,1,2,1551,1
2793,61,8,1,2,15,1991,1
4355,23,2,0,5,8,2520,1
1866,29,10,1,1,4,1347,0
2075,50,2,0,4,10,2009,0
2515,59,13,1,3,13,1916,0
2224,26,1,0,1,1,1418,0
9136,26,5,0,1,5,1315,0
2949,35,2,0,2,3,1432,0
3122,60,3,2,1,6,1618,0
1523,64,1,2,1,8,1821,1
4090,43,1,2,1,10,1603,1
1314,38,8,1,1,2,1465,1
2423,32,9,0,2,5,1678,0
3695,68,1,2,2,8,1646,0
3095,18,1,0,2,5,1429,0
12893,48,12,0,1,8,1725,0
2860,53,9,1,1,9,1994,1
3139,31,5,0,2,10,1854,0
3597,50,10,1,2,6,1986,0
6208,64,8,2,1,11,1169,0
2007,55,1,1,1,6,1511,1
19005,55,3,0,2,3,1650,0
6972,55,10,1,1,10,1925,0
7373,55,6,0,1,10,1508,0
7296,29,2,0,3,5,1495,1
4500,34,14,0,2,13,1979,0
10742,62,14,1,1,8,1207,0
2641,58,14,1,4,5,1837,0
2001,59,8,1,1,1,1155,0
2026,38,12,0,1,4,1124,0
6258,54,1,0,4,6,2389,1
4104,41,15,0,1,6,1467,0
12319,52,3,0,2,1,1347,0
4054,34,15,0,1,6,1332,0
4689,31,8,1,1,8,1421,0
6760,47,13,0,1,8,1588,0
2495,35,9,2,4,8,2006,1
1649,42,10,1,1,11,1670,0
6195,65,11,2,3,5,2093,0
6111,34,14,1,5,6,2101,0
32567,42,14,2,2,12,2115,1
1843,36,3,2,1,5,1499,0
9929,21,2,1,1,9,1757,0
2116,49,1,0,1,1,1448,0
3092,29,3,2,1,1,1545,1
9647,42,11,1,4,8,1955,0
2465,64,2,2,1,1,1030,1
24053,49,1,1,1,3,1393,0
8417,58,10,0,2,3,1544,0
26175,62,10,0,1,3,1422,0
4399,22,2,0,2,2,1359,0
4953,55,3,1,1,13,1676,1
22884,24,5,0,1,8,1542,0
3456,50,9,0,1,5,1801,0
3361,45,5,0,4,7,2170,0
5055,35,8,0,1,7,1241,0
4698,32,6,1,2,7,1757,0
5560,39,5,0,4,9,2454,0
4615,46,13,1,1,10,1680,0
5884,31,8,1,4,9,2058,0
4417,46,13,0,2,4,2081,0
3623,35,9,2,1,3,1850,0
8512,42,6,0,2,4,1580,0
4877,49,11,0,1,5,1572,0
19905,75,15,0,3,1,1503,0
4655,51,9,1,1,2,1054,0
3290,35,5,1,1,10,2120,0
7252,62,9,0,1,1,1259,0
4823,45,5,2,1,7,1650,1
22575,50,14,2,1,1,1151,0
14112,36,15,0,1,5,1492,0
5358,57,14,0,1,1,1297,0
31607,59,15,0,3,4,1848,0
1717,47,2,2,3,8,2053,1
6168,34,4,0,1,8,1457,0
12689,25,2,2,3,5,1895,1
6743,44,5,0,1,8,1546,0
2003,32,12,0,1,12,1748,0
4026,49,5,0,4,6,1886,0
7769,55,14,0,3,10,1743,0
1316,48,6,1,2,4,2084,0
12721,25,6,2,2,11,1934,0
12196,54,7,2,1,16,1926,1
4279,42,7,0,1,7,1066,0
5980,49,9,2,1,5,1420,0
2187,23,4,0,1,10,1466,0
9053,31,1,0,1,5,1781,1
5339,40,8,2,2,8,1647,0
4527,31,8,2,1,8,1800,1
3628,28,5,1,1,1,1128,0
2266,56,1,2,4,5,2037,1
5333,62,14,1,1,6,1200,0
12003,56,5,0,2,1,1635,0
6945,39,2,1,2,5,1441,0
2777,28,7,1,1,3,1915,0
14252,46,12,0,1,6,1449,0
7103,41,11,0,1,10,1603,0
4523,29,6,0,1,3,1532,0
5201,67,3,0,1,5,1296,0
11421,57,6,0,1,2,1362,0
2712,39,3,1,3,4,1583,0
5914,28,7,0,2,13,1618,0
3318,64,7,0,2,3,1700,0
5536,50,4,1,3,14,2028,0
2903,61,10,1,2,16,2085,0
1902,39,14,1,1,11,1817,0
1003,43,3,1,1,8,1583,0
2282,42,9,1,2,4,1398,0
10767,52,9,1,2,4,1581,0
5513,60,2,1,1,6,1509,0
10767,74,3,1,1,4,1244,1
3304,33,3,1,1,6,1857,0
4706,23,1,0,2,7,1721,0
6194,40,11,0,5,1,2279,0
3356,50,3,0,3,6,2126,0
5676,26,4,1,3,9,2161,0
3132,45,10,1,3,7,1938,0
5217,66,6,0,4,3,1526,0
17656,48,2,0,4,1,1748,1
7327,45,5,0,2,7,2262,0
1450,44,8,0,1,8,1344,1
3432,50,7,2,1,13,1729,0
3004,31,6,0,2,10,1581,1
7634,30,2,0,1,8,1643,0
12272,36,2,0,2,6,1485,0
4792,24,1,0,1,12,1326,0
4892,30,11,0,1,13,1631,0
11869,64,5,0,1,9,1728,0
3971,56,8,1,2,12,2056,0
2308,46,6,1,1,7,1525,0
3883,36,8,0,1,5,1415,0
19606,18,1,2,2,8,1694,1
2068,44,14,1,1,10,1936,0
1881,61,13,2,1,11,2005,1
2050,18,1,2,2,3,1432,1
14105,41,15,0,4,8,1930,0
6441,54,8,2,1,9,1809,0
3538,41,7,0,2,5,1877,0
2280,29,7,0,2,8,1429,0
5142,49,9,1,1,6,1544,0
12015,46,2,0,1,14,1610,0
4205,55,10,2,1,1,1540,1
1292,41,4,0,3,3,1725,0
60382,49,11,0,1,13,1863,0
6282,51,14,0,1,4,1456,0
2660,30,5,1,3,7,1470,0
6243,44,10,0,1,7,1715,0
5597,48,4,1,3,4,1596,0
2703,29,9,1,3,5,2068,0
3689,47,9,0,1,1,1669,0
2651,48,4,2,1,11,1758,0
934,48,7,2,3,7,1819,1
4702,37,15,0,2,14,1848,0
4881,41,8,0,1,9,1290,0
4816,46,9,1,1,1,1419,0
4237,43,2,0,1,1,1354,0
2318,45,15,2,1,7,1551,0
5163,18,1,0,2,4,1351,0
3991,34,13,0,5,8,2199,0
3015,32,5,1,1,2,1133,0
8083,23,1,0,2,8,1828,0
2165,40,7,2,1,7,1475,1
18739,33,6,2,1,3,1230,1
4051,29,2,1,1,4,1733,0
4380,46,11,0,1,4,1548,0
6666,54,10,1,1,9,1537,0
14023,65,11,0,1,10,1683,0
2146,34,12,0,1,9,1811,0
11380,55,5,0,1,3,1523,0
2590,50,7,0,1,10,1216,0
7856,55,7,0,2,6,1554,0
11325,54,11,1,1,5,1551,0
3759,34,1,1,4,6,2173,1
4538,54,8,0,4,5,2181,0
3717,41,9,0,1,10,1755,0
4282,42,11,1,1,3,1421,0
4358,19,1,0,1,7,1341,0
16963,42,6,2,1,2,1279,1
2270,41,15,1,1,5,1666,0
4181,45,10,1,2,5,1868,0
16786,66,15,0,2,5,1539,0
2737,65,2,2,1,8,1311,1
2808,35,8,0,1,8,1404,0
7515,41,11,1,2,1,1639,0
2679,37,5,0,2,1,1458,0
1037,39,8,1,1,1,1747,0
6042,29,4,0,1,3,1549,0
4866,32,9,0,3,10,1856,0
1643,39,3,0,1,7,1562,0
5760,44,15,2,1,13,1571,0
2603,29,6,2,5,13,2154,1
5343,36,15,1,1,9,1792,0
1383,38,9,1,2,1,1243,0
8026,33,11,1,1,15,1411,0
2486,66,14,2,1,9,1451,0
16302,30,4,1,1,4,1711,1
10598,49,4,0,3,5,1550,0
6871,53,5,1,1,5,1593,0
18382,47,14,0,3,5,1723,0
8090,24,2,2,1,5,1840,0
1700,29,3,0,2,10,1908,0
5662,33,9,0,1,2,1443,0
4623,30,4,0,2,1,1607,0
5967,44,2,0,1,11,1716,0
23926,50,4,1,3,11,1589,0
8452,38,14,1,1,13,1764,0
7109,46,3,0,3,4,1488,0
13243,40,14,2,2,3,989,0
10719,77,2,1,3,12,2085,0
1717,23,4,0,1,9,1562,0
2558,62,4,0,2,12,2124,0
3067,39,14,2,2,2,1684,0
12818,25,1,0,2,1,1434,0
25098,53,15,0,1,1,1395,0
7639,18,1,0,1,9,1964,0
3045,54,2,1,1,4,1226,0
3518,26,2,0,1,9,1491,0
2415,39,15,2,1,11,1877,0
19421,51,10,2,1,7,1566,1
1323,42,10,0,1,9,1867,0
1287,50,12,0,3,5,1766,0
2718,46,13,1,1,1,1750,0
