ClaimAmount,CustomerAge,PolicyYears,AccidentSeverity,NumberOfClaims,VehicleAge,PremiumAmount,Fraudulent
3133,38,6,0,1,4,1640,0
8151,35,2,2,1,13,1500,1
10700,45,11,0,2,11,1432,0
8082,29,3,0,1,6,1583,0
1399,29,6,0,1,4,1410,0
2747,54,14,0,1,13,1776,0
4031,28,4,1,1,6,1656,0
4630,54,6,1,1,7,1368,0
8075,51,1,0,1,7,1473,0
5665,20,1,1,2,16,1800,1
1688,35,10,0,1,6,1357,0
6661,61,12,1,1,6,1642,0
8010,31,1,0,1,3,1468,0
7691,38,3,0,1,5,1187,0
11668,51,8,0,3,2,1855,0
9577,55,8,0,1,3,1369,0
7096,41,11,1,4,1,1984,0
4646,36,4,1,1,10,1447,0
1301,64,6,0,3,7,1674,0
6930,69,15,1,1,7,1610,0
5803,58,8,1,2,6,1460,0
6107,46,7,2,1,7,1505,0
1769,33,11,0,1,13,1497,0
2069,33,7,0,3,3,1661,1
11413,52,13,2,2,8,1733,0
4761,50,4,1,1,8,1593,0
8477,64,9,0,1,11,1607,0
5027,54,12,0,1,8,1656,0
5033,23,2,0,2,8,1769,0
10411,59,6,1,1,1,1362,0
3252,31,12,1,1,3,1314,0
5307,39,11,0,2,2,1773,0
3395,48,3,1,3,1,1757,0
3471,72,5,1,2,8,1532,0
3837,80,5,1,2,5,1779,0
5870,53,14,1,2,8,1915,0
3350,42,5,1,1,7,1543,0
13421,52,8,0,1,7,1556,0
2402,57,9,2,2,12,1448,0
4232,40,13,0,1,7,1391,0
3457,70,9,0,3,9,2088,0
15639,48,13,0,1,5,1343,0
5751,51,6,0,1,10,1618,0
11220,54,6,0,3,2,1538,0
1497,50,9,0,2,1,1576,0
6085,56,4,1,1,15,1878,1
10013,36,6,0,2,14,2004,0
5249,37,4,1,2,1,1302,1
11526,29,1,0,1,6,1551,0
3249,51,7,2,1,7,1875,1
15176,55,14,1,2,9,1919,0
30918,51,10,0,3,13,2058,0
3676,68,11,1,1,2,1023,0
3441,44,12,1,3,2,1660,0
15720,54,6,1,3,6,2159,0
17390,29,9,1,1,3,1703,0
3234,39,7,1,2,1,1622,0
3511,54,13,1,1,6,1386,0
3922,56,7,0,1,10,1660,0
1676,40,2,0,2,6,1834,0
2356,43,12,1,3,9,2108,0
2201,23,3,0,2,8,1802,0
2659,40,15,0,1,2,1581,0
4780,57,9,0,1,7,1548,0
5927,53,10,0,1,1,1359,0
16990,52,9,2,1,4,1378,0
2211,45,6,0,1,7,1644,0
10801,45,13,0,1,6,1730,0
4141,35,3,1,1,1,1521,0
4724,54,1,1,2,2,1316,0
8432,50,4,0,1,8,1357,0
2001,51,14,0,1,10,1870,0
6673,37,14,2,1,6,1565,0
5614,18,1,1,1,5,1543,1
7287,60,3,0,1,10,1688,0
6193,38,14,0,1,3,1790,0
35039,32,12,0,3,13,1950,0
2950,54,1,0,1,1,1603,0
3213,39,3,0,2,11,1876,0
2985,59,14,2,4,9,1749,1
3151,53,14,0,2,16,1815,0
2951,54,4,1,1,2,1288,0
12723,25,5,0,3,1,1898,0
15312,61,13,1,1,11,1925,0
3113,48,15,1,1,1,1450,0
2525,39,14,0,3,9,1815,0
7166,47,8,1,2,11,1647,0
3159,20,1,0,1,8,1817,0
8154,50,9,2,1,7,1303,1
5781,30,3,2,1,8,1569,1
1461,26,6,0,1,10,2122,0
16949,23,2,0,1,9,1516,1
20675,60,11,0,4,2,1605,0
3010,36,15,1,4,14,1866,0
3604,66,5,0,3,7,2340,0
6177,37,6,0,1,9,1689,0
6422,21,2,0,2,9,1596,1
8323,29,10,0,3,11,1942,0
24542,62,6,1,3,11,1847,1
4266,42,7,0,1,7,1187,0
2595,37,9,1,1,7,1717,0
1630,47,10,0,1,8,1596,0
2738,52,7,0,1,11,1820,0
4786,60,6,1,2,2,1561,1
20653,65,1,2,3,9,1946,1
3248,39,2,1,1,3,993,1
5878,26,1,0,1,14,1951,0
4850,39,9,0,1,8,1372,0
12717,48,10,2,1,5,1333,1
37106,31,10,0,1,8,1484,0
3214,31,9,0,2,7,1298,1
3322,49,7,2,1,6,1413,0
11331,44,13,1,2,1,1399,0
8480,45,2,2,1,2,1334,1
21533,34,6,2,1,6,1189,0
7841,41,11,2,1,1,1565,0
3686,32,4,0,3,4,1849,0
7883,57,1,0,1,5,1327,0
11931,59,1,1,2,3,1473,1
9474,19,1,1,1,10,1817,1
7374,31,12,0,3,3,1688,0
11537,24,5,0,2,7,1461,0
12524,35,12,0,1,5,1483,0
14849,43,2,1,2,6,1462,1
8258,24,4,0,1,13,1598,0
4299,32,1,0,3,7,1849,0
5526,30,4,1,1,8,1801,0
12902,47,11,1,1,3,1844,0
2556,45,6,0,2,9,2042,0
6600,34,10,1,3,9,1905,0
3587,47,4,1,1,8,2041,1
5029,37,1,0,2,2,1671,1
13667,41,7,0,1,4,1274,0
5726,68,14,0,1,12,1728,0
5100,63,2,0,2,4,1488,0
1655,26,1,2,1,13,1490,0
8928,56,13,0,1,4,1235,0
8236,56,3,1,3,7,1830,1
27739,28,8,0,1,6,1680,0
3842,56,13,0,2,3,1803,0
5856,66,8,1,1,3,1191,0
5999,29,3,0,1,4,1409,0
17360,32,4,0,1,7,1657,0
4554,59,2,0,2,10,1830,0
6143,48,4,0,2,7,1848,0
7992,52,11,1,1,6,1443,0
5706,49,11,0,1,11,1934,0
3438,50,11,2,3,7,1859,0
5740,26,6,1,1,4,1621,0
11601,59,9,0,3,3,1663,0
2161,61,2,0,1,12,1721,0
5466,41,12,0,2,5,1330,0
2807,44,12,1,1,4,1302,0
12785,23,1,0,3,4,1728,0
1453,52,3,1,2,11,1850,0
3142,53,15,0,1,4,2006,0
6645,44,11,1,1,10,1573,0
17195,60,11,0,2,6,1404,0
4662,40,15,2,2,2,1900,0
3152,52,4,0,1,5,1715,0
22135,30,5,0,1,6,1298,0
1543,44,1,0,2,6,1773,0
846,42,7,0,1,6,1697,0
6988,48,14,2,2,5,1682,0
3289,39,10,0,1,3,1505,0
2171,43,7,0,3,7,1733,0
8661,56,9,1,3,9,2020,1
5973,38,4,0,5,1,1881,0
3129,22,2,1,1,12,1180,0
1764,69,14,1,3,1,1719,0
9877,64,6,0,1,7,1224,0
8268,26,3,2,1,8,1792,1
4539,54,2,0,1,4,1243,1
21532,37,12,0,1,1,889,0
2087,48,12,1,4,6,1626,0
1450,49,14,1,1,7,1551,0
2825,41,4,0,2,2,1597,0
4738,34,2,1,2,3,1307,0
5971,35,10,0,2,10,1585,0
4052,32,5,0,1,7,1558,1
6513,33,7,2,1,1,1574,0
1805,44,13,0,3,8,1647,0
15599,34,1,0,1,3,1515,0
4602,54,15,1,1,3,1092,0
12014,65,10,2,1,7,1623,0
6465,36,10,0,1,7,1711,0
7082,48,7,1,3,5,1904,1
7752,51,10,1,1,4,1668,0
7031,51,13,2,1,5,1685,0
8218,46,6,2,1,3,1809,1
14233,55,6,0,1,11,1701,0
5751,51,12,0,1,1,1749,0
8666,27,8,0,1,6,1341,0
4574,57,8,1,1,1,1338,0
15554,57,6,1,2,10,1776,0
2860,34,3,1,1,6,1321,1
20759,45,5,2,1,2,937,0
4759,54,2,0,1,9,1793,0
1564,42,15,0,1,1,1194,0
5445,60,14,0,3,8,1809,0
2850,78,5,0,1,11,1996,0
9628,33,14,0,1,7,1674,0
2915,25,1,0,1,4,1818,0
3439,49,10,1,4,2,1884,1
1083,55,1,2,1,11,1791,1
3422,41,10,1,2,10,1751,1
706,65,5,1,1,4,1300,0
1384,26,4,0,3,4,1880,0
9030,54,6,1,3,11,1892,1
9215,36,14,1,1,9,1748,0
6907,69,11,1,1,1,1265,0
2267,72,7,0,1,6,1494,0
4730,34,9,0,1,6,1510,0
4900,37,6,0,1,7,1775,0
1945,57,5,1,1,7,1475,0
16362,39,12,1,1,4,1707,0
9915,44,7,2,1,7,1379,0
4118,45,13,0,1,5,1553,0
5021,18,1,1,1,20,1812,1
5806,44,1,2,1,7,1783,1
959,35,11,0,5,6,1966,0
4032,38,14,0,1,14,1626,0
2848,65,5,2,2,1,1278,1
2205,27,7,0,1,6,1550,0
3924,56,2,2,1,3,1558,1
20705,41,4,2,1,9,1716,0
8206,41,7,1,1,5,1471,0
3112,56,5,1,3,9,1787,0
7770,49,12,1,2,9,1714,0
15055,52,6,1,1,10,1601,0
10298,58,2,0,4,9,2120,1
5154,40,3,0,1,6,1566,0
2929,36,7,0,5,1,2327,0
8591,29,2,1,5,11,2287,0
6733,33,12,0,1,12,1782,0
10058,80,6,0,1,3,1454,0
8169,62,5,0,1,9,1554,1
11380,26,2,1,2,2,1630,0
3202,26,1,2,1,7,1475,1
14099,51,12,2,4,8,2028,1
5756,52,11,0,2,5,1881,0
25853,52,15,2,1,7,1462,0
2831,41,10,1,1,10,1727,1
19707,43,11,1,2,6,1183,0
5757,49,4,1,1,4,1432,0
2918,46,11,0,2,2,1461,0
3337,18,1,2,1,5,1524,1
3803,41,2,0,1,2,1362,0
6900,33,4,0,1,5,1528,0
7467,47,1,1,2,5,1574,0
3105,80,2,0,1,10,1727,0
4819,50,13,0,2,7,1367,0
27277,40,8,1,1,17,1882,0
19575,57,6,0,2,1,1342,0
6967,51,2,1,1,8,1823,1
5066,50,12,1,1,5,1309,0
5410,53,15,1,2,3,1789,0
8028,73,6,1,1,6,1527,0
2168,29,10,1,1,6,1164,0
4000,51,9,1,1,11,1504,0
1293,32,7,1,2,7,1879,0
6764,52,9,1,3,4,1928,0
8248,32,5,1,1,8,1330,1
3339,39,7,2,1,6,1842,0
17312,40,11,0,2,2,1555,0
1843,58,15,0,1,6,1706,0
1523,57,14,2,3,7,1617,1
5881,27,7,0,1,7,1468,0
11358,45,12,0,5,8,2273,0
18904,35,12,1,2,4,1557,0
3404,27,3,0,2,8,1155,0
11648,41,7,0,2,7,1671,0
4765,40,1,2,1,7,1167,1
4280,78,9,1,1,7,1345,0
9965,51,10,0,1,15,1519,0
8282,25,5,2,2,11,2056,0
1392,37,6,2,2,8,2029,0
16014,59,5,0,3,3,1808,0
14825,74,7,0,1,5,1453,0
2979,22,1,1,1,13,1745,0
6745,18,1,1,1,4,1696,1
7297,71,10,1,2,6,1283,0
6054,50,5,2,1,6,1314,0
3164,32,11,1,1,8,1790,0
2871,52,10,0,3,5,2042,0
4815,18,1,1,1,7,1677,0
12558,45,11,0,1,5,1291,0
7592,49,7,1,1,12,1907,0
3653,57,10,1,2,4,1892,0
9112,30,7,0,1,10,1793,0
503,46,13,1,2,4,1121,1
12320,32,11,0,1,3,1464,0
1221,48,15,0,3,4,1887,0
3677,32,3,1,1,1,1276,0
2006,39,3,0,1,8,1627,0
1744,31,10,1,2,2,1457,0
12439,54,12,0,2,5,1477,0
3380,57,13,1,1,10,1952,0
6484,41,15,1,2,9,1813,0
4733,45,3,1,1,1,1158,1
7198,24,4,0,3,8,1614,0
5226,40,15,2,2,11,1657,0
1760,44,6,0,1,4,1298,0
10905,80,13,0,2,9,1799,0
3310,29,3,0,1,2,1507,1
1414,65,3,0,1,8,1686,0
3489,58,8,2,4,7,1859,0
16327,48,8,0,2,9,1954,0
9702,69,7,1,1,9,1865,0
3718,50,10,1,1,1,1328,0
3716,50,4,0,1,7,1353,0
3799,44,15,1,5,12,2330,0
25884,62,4,0,1,1,1812,0
6671,60,3,0,1,10,1438,0
6932,36,5,0,1,13,1634,0
11206,26,3,2,1,1,1391,0
5949,42,13,2,1,4,1578,0
3994,33,8,0,1,9,1222,0
4200,44,7,0,1,3,1701,0
4641,62,13,1,1,12,1968,0
4770,38,3,0,3,11,1895,0
8796,44,9,2,1,1,1921,0
5123,45,12,1,2,4,1865,0
8831,56,14,0,2,10,2034,0
4607,18,1,1,2,9,2007,1
5233,36,13,0,3,15,2331,0
993,47,5,2,1,3,1435,0
10229,61,9,2,1,12,1685,1
6484,38,7,0,1,3,1251,0
10920,18,1,0,1,9,1504,0
500,53,15,2,2,10,1737,0
26126,36,7,2,2,1,1543,1
4395,28,6,0,3,10,2269,0
11926,36,2,1,1,12,1289,1
2138,42,9,0,3,11,2248,0
8024,36,6,0,1,15,1597,0
2115,18,1,2,1,10,1629,0
2983,57,8,0,1,4,1325,0
22725,62,1,2,2,11,2200,1
4219,54,5,0,1,4,1370,1
5848,29,1,1,4,7,2114,1
9858,42,10,0,3,10,2064,1
7306,44,11,1,3,8,1657,0
5543,53,14,1,1,12,1690,0
6581,54,8,0,3,16,2370,0
33615,34,8,1,2,2,1385,0
4693,46,1,0,1,5,1665,0
5772,51,9,0,1,8,1523,0
11390,65,2,1,1,5,1732,0
11901,54,12,0,1,6,1879,0
12703,56,9,1,1,10,1248,0
8192,46,1,1,4,9,1802,0
1969,64,12,1,1,7,1472,0
18155,50,10,0,1,7,1853,0
1964,32,9,0,4,6,2086,0
6261,64,4,0,1,12,1461,0
2688,54,9,1,3,13,2175,0
4668,38,7,1,1,11,1497,0
6393,38,11,1,1,2,1584,0
6355,49,6,0,1,5,1607,0
6888,51,15,0,1,7,1376,0
17871,47,5,0,1,3,1426,0
7064,49,11,0,2,7,1954,0
4042,68,9,0,1,7,1181,0
10628,60,2,0,3,11,2040,0
12728,47,14,0,1,5,1278,0
1840,58,13,0,1,11,1676,0
7926,30,11,0,2,3,1681,0
8612,50,14,0,1,3,1842,0
3873,70,12,0,2,5,1644,0
14773,41,2,0,4,7,2303,1
4358,33,11,1,2,1,1361,0
5434,35,12,0,1,8,1490,0
4279,29,9,0,1,13,1857,0
4976,34,12,0,2,9,1810,0
2044,39,3,0,3,6,1764,0
1553,25,3,0,1,2,1338,0
17599,45,15,0,1,1,1646,0
2495,57,9,1,1,1,1322,0
2223,32,8,0,1,6,1325,0
877,66,4,0,1,15,1629,0
2947,52,12,2,1,1,1513,0
1705,59,1,0,3,9,2371,0
18280,35,4,0,3,4,1665,0
11024,56,14,2,2,5,2079,0
2834,29,9,1,1,3,1437,0
29790,57,2,0,1,1,1324,0
10779,47,3,0,5,7,1977,0
3790,52,10,0,5,8,2150,0
665,28,8,0,3,9,1768,0
30722,32,6,1,2,1,1362,1
1617,53,8,0,1,10,1319,0
1317,31,7,0,2,10,2153,0
11137,51,14,2,1,8,1802,0
34606,25,5,2,1,5,1554,0
14874,56,13,0,2,8,1711,0
7716,27,5,1,1,6,1528,0
7909,52,9,0,1,10,1494,0
9727,53,4,2,1,5,1273,0
9019,35,6,0,1,7,1703,0
6154,53,2,0,3,1,1627,0
5342,48,15,0,1,8,1655,0
4674,37,2,0,1,4,1137,0
2688,30,2,0,1,9,1556,0
3926,18,1,1,1,10,1419,0
1268,49,10,1,1,4,1566,1
4542,23,3,0,2,7,1909,0
2228,46,13,0,1,7,1851,0
2032,41,2,0,2,8,1614,0
5675,54,15,2,5,10,2024,1
14966,40,15,2,2,9,1686,0
10246,40,12,2,1,5,1360,0
1399,55,15,2,1,13,1826,0
2226,49,13,0,3,10,1669,0
10431,49,2,0,1,12,1359,0
2239,51,15,1,3,8,1820,0
4106,23,1,2,3,8,2035,1
7631,55,7,0,3,6,1624,0
2264,53,11,0,4,5,2119,0
5347,30,3,1,1,10,1723,0
1690,41,3,0,1,8,1899,0
3037,44,7,0,4,6,1819,0
6347,43,5,1,1,2,1088,0
1374,49,10,0,1,13,1859,0
6991,65,14,0,2,7,1765,0
4838,60,14,1,1,2,1450,0
7646,26,6,1,3,7,1650,0
5878,53,13,2,2,6,1835,0
14637,63,12,0,1,6,1403,0
5432,50,8,0,4,9,2110,0
3485,60,9,1,2,6,1588,0
5419,73,1,1,2,5,1720,1
7590,59,3,0,1,12,1470,0
5110,48,11,1,1,1,1479,0
5076,59,7,0,2,6,1811,0
2802,47,6,0,1,10,1673,0
2891,45,7,0,1,9,1948,0
1600,40,8,0,2,11,1871,0
19923,66,6,0,1,15,1983,0
1816,33,3,1,1,13,1758,0
2823,66,2,1,1,2,1575,0
2766,51,12,2,1,1,1073,1
10056,25,4,0,2,8,1746,0
3881,50,12,0,1,1,1154,0
13335,18,1,0,1,1,1408,0
2867,53,12,0,2,8,1816,0
6143,57,11,1,4,9,2231,0
2519,36,1,1,2,13,1987,0
27340,46,3,1,1,10,1582,1
1900,72,12,0,1,14,1619,0
6297,37,11,0,3,8,1421,0
8160,30,4,0,1,2,1423,0
6843,65,13,0,2,10,2027,0
4237,72,14,1,1,12,1731,0
4429,45,1,2,1,8,1573,0
5090,59,5,0,2,12,1888,0
4369,63,10,1,2,6,1602,0
10626,34,3,1,2,9,1808,0
28808,38,2,0,1,6,1449,0
3146,62,15,1,1,16,1650,0
1642,68,3,0,1,10,1634,0
4579,52,8,0,1,2,1390,0
38706,32,6,1,1,14,2145,1
2583,72,13,2,1,4,1308,0
18238,37,14,0,1,7,1528,0
18810,40,7,0,5,8,2138,0
3156,49,12,2,2,9,1680,1
7747,66,6,1,3,8,1992,1
18082,56,6,1,1,2,1857,1
3628,50,12,0,4,8,1975,0
4176,51,3,2,1,11,1783,0
3086,45,12,0,1,11,1297,0
2182,52,13,1,3,1,1601,0
2923,18,1,0,1,4,1781,0
1846,40,14,1,1,2,1399,0
5050,48,8,0,1,8,1690,0
2654,28,7,0,1,1,1255,0
5925,50,7,0,2,2,1611,0
1415,42,6,0,2,4,1946,0
6404,69,5,1,2,1,1297,0
9574,67,10,2,1,6,1967,0
997,38,8,2,2,1,1220,1
6629,42,5,0,1,8,1492,1
13123,43,9,1,1,5,1332,0
1867,38,9,1,5,4,2015,0
18733,47,1,0,1,5,1330,1
6872,34,6,0,2,6,1495,0
2796,29,7,1,1,9,1382,0
4700,53,3,2,2,12,1988,1
7682,53,7,1,2,11,1782,0
5222,33,11,0,1,15,1700,0
7562,57,11,1,1,9,1676,0
2353,36,7,0,2,7,1411,0
5627,48,14,1,1,5,1561,0
1586,56,13,1,1,5,1481,0
4496,44,11,0,2,9,1757,0
2384,51,2,2,1,3,1543,0
2728,37,7,0,3,7,2188,0
13211,42,15,2,1,6,1594,0
11766,42,1,0,1,4,1430,0
8000,34,5,0,2,2,1323,1
2051,42,9,0,1,17,1381,0
3815,23,3,0,1,1,1405,0
12971,38,7,0,1,6,1278,0
5504,41,11,1,1,11,1171,0
31428,41,13,1,1,9,1549,0
6732,41,12,1,1,5,1547,0
5730,44,2,0,1,2,1558,1
3838,51,8,1,1,7,1772,1
5468,57,3,0,2,1,1705,1
4350,35,15,1,2,7,1890,0
8660,28,8,0,1,7,1266,0
10565,30,3,2,2,11,1800,0
2620,38,10,1,3,2,1825,0
1694,40,7,1,1,5,1509,0
1131,34,2,0,2,8,1708,0
7378,26,4,0,1,7,1565,0
2033,38,11,0,3,1,1729,0
878,47,6,2,1,4,1454,0
6706,53,11,2,1,12,1540,0
36112,37,9,0,2,8,1399,0
4890,39,5,1,1,1,1339,0
9612,32,13,1,1,10,1661,0
5247,44,9,1,1,1,1389,0
4540,33,5,0,1,5,1690,0
10252,53,10,0,2,9,1996,0
3896,19,1,0,2,11,1809,1
6087,39,8,1,1,1,1360,0
6357,49,13,0,1,9,1734,0
2879,47,13,0,2,10,1885,0
10868,80,1,2,1,4,1381,0
4272,49,7,1,2,7,1841,0
2684,30,4,2,1,1,1350,0
7549,43,5,0,1,1,1354,0
2395,20,1,0,1,11,1766,0
5026,43,6,2,1,4,1409,1
4879,33,5,0,1,5,1518,0
11716,57,12,0,1,7,1619,0
7185,37,1,0,1,5,1663,0
4817,43,12,0,1,5,1649,0
9454,36,9,0,1,8,1643,0
14945,69,2,2,1,1,858,1
7679,40,9,2,1,11,1728,0
4955,70,10,2,1,6,1609,0
1720,56,2,0,1,2,1530,0
2096,51,9,0,2,2,1368,0
3849,50,6,0,3,7,1435,0
3018,50,11,2,1,5,1661,0
4231,18,1,0,1,1,1135,0
5142,41,9,1,1,4,1714,0
7508,56,13,1,2,3,1474,0
4645,44,6,0,1,12,1504,0
7253,25,6,0,1,7,1629,0
5174,44,13,2,2,13,2013,1
1011,68,11,2,1,4,1581,0
2318,62,14,0,1,5,1600,0
4379,44,2,0,1,8,1448,0
1867,58,8,2,2,9,1464,1
7942,39,3,0,1,9,1542,0
16724,21,1,0,3,3,1510,1
13029,32,5,0,2,3,1676,0
4143,66,3,1,1,5,1674,0
16196,41,1,0,1,12,1744,0
5535,41,8,0,1,2,1409,0
3753,40,3,0,2,4,1557,1
3008,71,2,1,3,9,2116,0
3858,67,1,2,1,9,1253,1
3602,76,4,1,3,9,1678,0
5632,42,13,1,1,7,1925,0
5588,49,8,1,1,2,1159,0
4926,23,1,0,3,4,1876,1
6971,65,3,0,2,11,1977,0
12740,28,1,2,1,10,1264,1
10505,48,4,0,2,1,1183,1
1498,29,9,0,4,10,2352,0
637,36,13,1,2,12,1665,0
10378,33,1,0,3,7,1670,0
1646,36,12,0,2,8,1635,0
4105,37,14,2,1,11,1485,0
1927,37,11,2,3,4,1875,1
1162,56,2,0,1,16,1593,1
7579,29,9,2,3,11,1586,1
9021,48,2,1,1,9,1851,0
3098,62,13,1,2,6,1453,0
618,37,3,0,1,8,1439,0
3174,34,7,0,1,1,1545,0
6724,41,3,1,1,15,1814,1
1505,61,9,2,5,11,2502,1
5691,47,6,1,4,12,2329,0
4854,37,3,0,1,7,1469,0
7812,51,9,0,5,5,2304,0
5408,29,1,1,3,4,1803,0
2256,54,10,0,2,10,1680,0
12800,50,3,1,1,4,1528,0
4329,40,1,0,3,6,1568,0
4808,33,2,0,1,9,1786,1
2329,32,12,1,3,4,1910,1
3447,52,8,1,3,11,2004,1
2421,62,7,0,3,6,1446,0
4279,36,2,0,2,1,1760,0
19329,51,2,1,1,4,1557,1
1640,18,1,0,1,12,1705,0
1351,36,9,1,1,3,1403,0
15945,44,13,2,1,10,1542,1
4156,32,13,0,1,7,1491,0
2877,31,6,2,2,6,1833,1
11292,35,5,0,3,17,2056,1
3027,49,10,1,1,1,1325,0
21179,42,6,0,1,4,1444,0
8453,18,1,2,1,6,1509,0
3326,18,1,0,1,16,1706,0
27607,36,9,0,1,6,1495,0
3027,51,11,2,2,8,1808,0
8898,18,1,1,1,5,1319,0
6244,38,7,1,2,8,1706,0
13924,37,15,0,1,5,1886,0
17140,64,10,1,3,9,1907,0
5042,39,10,0,2,10,1613,0
2689,50,14,0,4,6,1770,0
7100,46,9,1,3,2,1456,0
2857,18,1,0,4,7,2335,0
24605,55,4,2,3,12,2211,1
5482,48,2,2,2,3,1332,0
3669,52,12,1,1,8,1632,0
5697,80,8,1,1,2,1654,0
1672,18,1,1,1,2,1401,1
2259,69,4,0,2,12,1761,0
12840,40,13,1,1,9,2068,0
2905,49,9,0,3,8,1508,0
2127,44,15,0,4,1,2356,0
7550,39,15,1,1,4,1481,0
12689,37,4,1,1,9,1878,1
8735,49,15,2,4,1,1589,1
10903,23,4,0,1,5,1354,0
2682,55,9,1,2,10,1584,0
1575,39,13,0,1,1,1359,0
16335,29,9,1,2,1,1591,1
3796,38,10,1,1,1,1593,0
4021,62,4,1,3,8,1547,0
14222,37,1,0,1,4,1501,1
7669,50,15,0,1,10,1828,0
7077,34,3,0,1,7,1776,0
27778,55,9,1,1,14,1681,0
2937,54,4,2,4,2,1774,0
10324,70,5,0,2,8,1721,0
5144,42,7,1,1,3,1477,0
6092,54,5,2,1,9,1880,0
16693,46,4,1,1,7,1317,0
7378,63,15,1,2,3,1432,0
7560,34,2,1,2,6,1413,0
11591,55,15,0,1,7,1645,0
3670,42,2,0,2,4,1840,0
2511,44,13,0,2,9,1485,0
2130,46,13,2,4,2,1877,0
1019,48,4,2,4,15,2455,1
25462,43,10,1,2,10,1956,0
2033,48,13,0,2,8,1894,0
4117,67,10,0,1,18,1652,0
3938,58,13,0,3,5,1953,0
6285,57,15,0,1,9,1582,0
9438,38,9,1,1,7,1774,0
9782,32,8,2,1,10,1739,1
3082,58,3,2,3,12,1846,1
4299,57,15,1,1,9,1675,0
6161,65,14,0,1,11,1843,0
4028,36,9,0,1,4,1368,0
17780,41,14,0,1,6,1555,0
7279,22,1,1,1,13,1472,0
8847,39,11,1,3,9,2029,1
8352,58,3,0,3,7,1848,0
12566,38,5,0,1,3,1622,0
5680,53,13,0,3,10,2054,0
1741,42,10,0,2,3,1508,0
6766,49,13,0,1,2,1240,0
2918,28,4,0,2,7,1494,0
3219,46,8,0,4,1,1728,0
7856,18,1,2,1,9,1797,1
13235,42,13,1,1,8,1238,0
4999,22,1,0,4,5,1742,1
6292,61,10,0,2,5,1821,0
19182,55,12,0,1,6,1795,0
5958,51,8,0,1,3,1243,0
39393,66,9,0,1,7,1350,0
7726,31,4,1,3,6,2111,1
1201,69,7,1,1,7,1535,0
8979,58,2,1,1,6,1351,0
6667,41,6,0,2,5,1858,0
13791,60,8,1,1,8,1690,0
8421,29,7,0,1,10,1797,0
4399,33,7,0,1,4,1301,0
1845,36,8,1,3,8,1964,0
4157,37,7,1,1,9,1869,0
2488,30,5,2,2,1,1658,1
3088,62,7,1,1,10,1833,0
7870,41,13,2,1,15,2080,0
18693,49,14,2,1,6,1615,0
6739,37,10,1,1,6,1416,0
1888,19,1,1,3,6,2005,1
7014,48,3,1,1,9,1398,0
12801,18,1,2,2,9,1725,0
3017,44,5,1,1,1,1497,0
4415,25,1,0,4,3,1246,0
4972,72,15,1,2,9,1820,0
2623,57,2,0,2,6,1739,0
8255,46,4,0,1,2,1182,0
4461,62,12,0,1,13,1805,0
6874,33,7,1,1,3,1477,0
2416,52,1,2,4,7,2016,0
3463,47,13,0,1,6,1767,0
8759,48,2,0,2,2,1735,0
3647,62,9,0,2,7,1837,0
19566,55,13,1,1,8,1385,0
3569,49,10,0,2,5,1646,0
5882,21,1,0,2,5,1886,0
10363,31,12,0,2,9,1727,0
1580,43,10,0,1,1,1690,0
1201,46,7,0,1,3,1573,0
1450,29,6,1,1,7,1901,0
13494,78,3,0,3,4,1556,0
3160,66,10,1,2,4,1589,0
38046,53,3,0,1,10,1637,1
3129,46,2,0,4,4,2041,0
5696,42,11,0,1,14,1622,0
16876,31,6,1,3,1,1358,0
24461,46,4,2,5,1,2055,1
25570,48,5,2,3,10,1876,1
12922,27,3,1,2,3,1495,1
11150,49,6,0,1,3,1301,0
7895,42,11,1,1,10,1674,0
