ClaimAmount,CustomerAge,PolicyYears,AccidentSeverity,NumberOfClaims,VehicleAge,PremiumAmount,Fraudulent
3737,27,1,0,4,14,2139,0
8367,68,2,1,1,6,1622,0
39428,41,5,0,2,7,1164,0
11663,25,2,2,2,12,1607,1
20513,49,4,0,1,16,1898,0
16310,33,6,0,1,10,1803,0
4018,48,7,2,1,12,1545,0
16421,42,7,0,1,13,1771,0
18057,38,1,1,2,13,2078,1
16169,46,9,2,1,12,1959,0
39566,40,9,1,3,3,1916,0
13472,48,5,1,1,13,1280,0
7301,18,1,1,1,7,1583,0
23627,40,11,1,1,12,1602,0
5719,36,5,1,2,12,1826,0
1510,63,11,2,1,22,2069,1
12237,35,2,1,1,6,1589,1
3850,57,14,1,1,5,1498,0
16243,57,1,0,1,13,1407,0
3456,34,10,1,1,16,1555,0
12798,63,3,0,1,18,2286,0
1716,44,2,1,3,14,2074,0
31335,50,10,1,2,7,1833,0
12500,46,1,1,1,10,1633,0
11674,39,1,1,3,9,1930,0
16928,47,1,2,1,10,1725,1
7355,58,9,0,1,8,1573,0
2996,41,14,2,3,11,2088,0
6377,54,14,0,2,7,1744,0
19074,53,3,2,1,10,1749,1
1606,39,3,0,1,5,1305,0
8593,42,9,0,2,3,1997,0
13701,60,8,0,1,3,1480,0
15536,75,3,2,1,3,1387,1
37817,28,5,2,1,14,1443,1
22881,20,1,0,1,15,1786,0
5176,39,13,1,2,5,1256,0
9781,45,12,2,1,7,1327,0
29112,45,1,1,1,9,1589,0
13302,58,8,2,2,10,1560,1
12141,41,15,1,5,18,2449,0
42966,43,14,1,2,12,1778,0
13416,23,2,1,1,8,1776,1
13379,41,11,0,3,6,1910,0
5555,26,1,1,1,21,1772,0
23376,80,10,2,3,8,1802,0
2971,51,9,0,3,13,2239,0
4802,38,15,0,2,5,1644,0
14755,58,8,0,2,8,1787,1
2368,69,8,1,1,12,1731,0
4758,39,15,0,2,8,1584,0
8157,35,2,0,1,12,1744,0
11904,23,4,1,1,9,1825,0
5053,44,15,1,1,5,1580,0
19471,54,15,1,4,3,1831,0
2822,35,6,1,1,13,1649,0
10658,52,12,0,1,16,1768,0
15151,38,11,1,2,5,1345,0
2892,36,5,0,2,7,1993,0
14710,32,1,0,1,3,1612,0
6502,38,5,2,1,17,1727,0
11077,42,14,2,2,13,1928,1
11471,30,3,2,1,11,1613,1
13333,49,3,0,1,15,1827,0
16683,60,7,1,1,9,1552,0
7243,51,7,1,2,9,1539,0
10020,45,8,0,1,14,1725,0
4177,43,15,1,4,11,2254,0
3405,59,14,1,3,6,1858,0
14329,30,8,0,2,6,1443,0
9472,45,13,0,2,8,1678,0
9312,72,2,1,1,12,1676,0
18342,52,14,1,2,13,2092,0
4831,41,7,0,1,13,1778,0
6971,49,4,0,2,7,2019,0
5953,22,1,1,1,9,1809,0
4537,65,5,0,1,14,1744,0
13168,31,2,2,1,10,1613,0
15520,80,5,2,1,10,1942,0
17651,46,2,1,1,13,1821,1
22400,44,8,0,3,11,2053,0
8531,27,2,0,1,10,1777,0
3871,34,8,2,1,13,1827,1
7809,73,1,1,1,7,1718,1
13361,69,9,0,4,16,2101,0
6668,27,3,2,2,11,2169,0
15368,43,15,0,3,11,2082,0
25848,21,2,1,2,11,1730,0
9147,49,7,0,2,7,2010,0
5125,45,3,2,1,6,1599,1
1712,53,11,2,1,1,1352,0
12796,59,6,0,5,13,2486,0
16383,61,9,0,1,8,1910,0
11259,39,6,0,1,14,1788,0
5128,68,13,0,4,12,1839,0
5861,57,2,1,1,12,1634,0
14763,47,1,1,1,15,1711,1
15856,29,3,0,2,11,1998,1
24901,61,8,2,5,11,1977,1
21160,40,3,1,3,3,1771,1
21604,53,8,1,1,5,1529,1
9185,68,12,1,1,13,1630,0
2970,45,3,0,3,7,1998,0
5297,18,1,0,1,15,1476,1
3165,43,4,1,1,20,1743,0
22812,24,3,1,3,12,2161,0
8219,24,5,2,1,11,1776,1
4141,57,10,1,3,13,1840,1
16819,49,5,0,1,11,1779,0
6973,48,15,0,1,21,1765,0
2608,55,4,1,2,14,1916,0
22209,56,11,0,2,8,1964,0
3736,41,2,0,2,13,1818,0
9912,38,6,1,1,14,1710,1
13045,76,7,0,1,15,1828,0
4151,45,3,0,1,13,1631,0
11887,54,5,2,1,12,1594,1
7538,47,9,1,4,13,2057,0
47872,48,8,1,2,15,1744,0
10831,44,8,0,2,6,1830,0
4435,46,4,0,2,11,2011,0
11887,57,14,1,1,7,1374,0
5008,78,5,1,3,8,1640,0
15386,48,3,1,1,9,1873,1
10139,31,12,0,1,6,1496,0
29412,65,9,0,1,4,1581,0
7040,62,13,0,1,14,1928,0
7786,58,7,1,1,20,1817,0
16883,30,8,0,3,13,2178,0
11722,66,13,0,3,8,1574,0
7965,40,10,0,1,8,1447,0
3595,35,5,0,2,15,2028,0
4632,69,5,0,1,9,1561,0
16789,35,11,0,1,8,1794,0
4310,54,14,0,1,6,1525,0
7005,63,3,0,1,19,2127,0
13940,47,9,0,3,10,2387,0
22408,63,12,1,1,11,1678,0
29192,30,9,0,4,23,2262,0
7720,54,5,0,1,7,1599,0
7343,42,1,2,3,11,1876,1
8433,22,3,1,1,7,1682,0
11080,48,13,1,1,12,1779,0
23396,44,10,1,1,10,1977,0
3967,18,1,0,1,6,1275,0
3222,20,1,2,2,4,1466,1
18898,18,1,0,1,8,1505,0
7667,64,4,1,2,18,1902,0
13500,32,11,0,1,15,1670,0
16689,44,8,1,2,14,2034,0
11646,30,4,1,1,3,1243,0
7329,30,4,0,1,14,1878,0
7911,27,3,0,1,6,1603,0
15967,46,7,1,2,16,1704,0
28950,41,1,0,1,8,1582,0
9030,52,6,1,1,10,2089,0
9528,38,8,0,1,11,1307,0
7420,43,4,0,1,8,1641,0
7983,38,2,1,1,10,1454,0
28741,31,5,0,1,6,1440,0
17646,43,6,0,1,13,1858,0
5333,52,5,1,3,16,1841,1
3781,59,11,0,1,12,1823,0
12769,48,6,1,1,17,1911,0
9172,62,14,1,1,14,1845,0
7690,42,15,2,1,6,1440,0
9706,30,9,2,2,13,1775,1
9758,45,2,0,1,16,1628,0
16857,57,9,0,1,15,1911,0
75000,54,4,1,3,16,2141,0
4448,31,3,2,3,11,1883,1
13324,60,7,1,1,8,1549,0
18322,79,9,2,1,12,1533,0
4093,20,1,2,3,14,2407,0
5338,34,15,2,3,15,2176,1
36285,61,4,0,4,9,1828,0
18277,48,9,0,1,6,1482,0
12774,35,7,1,1,8,1534,0
73241,43,3,0,1,8,1713,0
14544,53,2,0,2,10,1787,0
26098,42,5,1,1,7,1720,1
12842,18,1,0,1,17,1911,0
24897,54,13,2,2,9,1934,0
9282,31,12,2,1,21,2242,1
12684,44,8,0,4,5,2064,0
4025,55,10,0,1,12,1729,0
19959,67,4,0,1,7,1511,0
20163,56,8,0,3,7,1322,0
17491,56,9,0,1,16,1949,0
3443,48,9,0,2,2,1516,0
31796,49,14,2,3,9,2030,0
4521,55,14,0,1,11,1803,0
18709,35,7,0,1,11,1428,0
3750,53,1,0,3,1,1602,0
58831,66,13,1,1,4,1658,0
6797,60,6,1,2,3,1695,0
7343,43,10,2,1,13,1709,0
12039,50,9,1,1,11,1791,0
21577,64,4,1,1,8,1663,0
5882,47,6,1,1,9,1507,0
16777,24,4,1,1,7,1994,1
7568,39,7,0,4,10,2005,0
7667,68,10,0,5,14,2530,0
3521,20,1,0,2,11,1916,0
9242,34,11,1,1,9,1853,1
9637,54,3,0,1,8,1196,0
28837,26,3,0,2,8,1876,0
17560,55,13,1,1,19,1866,0
10647,34,3,1,1,13,1423,0
6762,40,10,0,1,14,1953,0
5348,60,15,1,4,8,2359,0
7220,58,10,1,2,12,1896,0
7625,37,7,0,1,6,1792,0
10392,25,5,0,1,7,1552,0
5848,33,12,1,2,12,2462,0
4374,41,10,0,4,10,2081,0
8559,40,7,0,1,8,1270,0
18611,25,2,0,1,10,1606,0
7856,32,12,0,4,19,2394,0
2306,18,1,1,2,13,1918,0
32032,44,1,1,2,11,2101,1
29218,58,3,1,2,12,1879,1
22601,32,4,0,1,7,1482,0
20672,80,3,1,1,6,1492,0
34320,35,9,1,5,14,2341,0
13295,58,10,0,3,10,1988,0
3921,26,6,0,2,18,2247,0
20561,68,12,0,1,8,1510,0
4477,39,8,0,1,12,1773,1
18650,40,3,0,3,10,1860,0
4869,44,3,0,3,10,1667,0
10297,57,9,0,1,5,1196,0
11721,39,8,0,2,9,2014,0
7130,49,14,0,1,14,1670,0
16026,54,1,1,3,3,1818,0
8644,34,12,2,2,14,1984,0
4492,37,15,1,2,18,2255,0
11524,28,7,2,3,13,2001,1
5114,50,6,0,1,8,1527,0
13746,49,14,0,2,12,1772,0
6671,49,9,1,1,5,1520,0
25384,61,7,1,1,16,1824,1
9307,34,13,0,1,12,1668,0
6192,63,13,1,1,8,1875,0
27092,36,10,1,4,14,2253,0
13409,42,9,1,1,12,1859,0
2864,48,10,2,2,16,2124,0
4763,53,11,0,2,13,1819,0
4822,28,6,0,1,15,1915,0
2728,49,13,2,1,4,1625,0
8338,49,3,1,5,7,2264,1
14578,21,1,1,2,11,1584,1
29281,39,14,1,2,10,1861,0
6530,58,11,0,3,12,2029,0
5840,57,13,0,2,15,2056,0
6139,50,12,1,1,13,1852,1
25776,39,8,1,1,12,1963,0
26599,57,12,0,2,8,1668,0
3057,25,4,0,1,13,1747,0
4559,56,14,0,1,9,1790,0
6449,59,1,2,2,7,1795,1
28678,66,8,1,4,9,2293,0
3615,70,2,0,1,9,1412,0
8930,45,2,0,1,14,1273,0
4406,55,15,1,2,14,1771,0
5995,59,2,1,1,12,1946,1
11748,28,2,0,3,4,1732,0
6344,47,13,0,1,11,1915,0
10640,47,6,0,2,3,1562,0
21809,57,15,0,1,21,1886,0
22281,30,4,2,3,3,1682,1
5495,54,13,2,2,4,1805,0
6603,37,9,1,4,10,2358,0
16695,32,7,1,1,12,1754,0
6558,49,11,1,2,5,1599,0
9101,52,7,1,1,14,2082,1
6476,63,15,0,1,15,1813,0
13563,18,1,0,2,9,1697,0
2921,39,15,0,1,4,1367,0
13836,56,14,0,2,14,1764,0
2521,56,15,0,1,9,1574,0
7748,36,11,0,1,13,1417,0
10698,23,1,2,1,7,1386,1
4433,48,9,0,1,15,1771,0
7003,41,8,2,1,6,1342,0
10134,46,13,1,1,7,1564,0
6403,35,10,1,1,21,1860,0
32061,33,10,1,3,6,1885,0
13299,47,3,1,1,20,2217,0
19181,64,14,1,2,9,2099,0
27431,63,10,0,1,11,1895,0
1711,31,9,1,3,4,1907,1
3236,23,4,1,1,21,1653,0
6839,18,1,0,1,9,1412,0
5302,33,7,1,1,13,1446,0
5770,62,13,2,2,15,1442,0
21367,40,10,0,1,4,1421,0
7691,42,6,0,1,7,1395,0
23185,22,2,0,2,12,1810,0
1757,49,12,1,1,15,2019,0
7048,36,10,2,1,13,1951,0
10699,55,8,2,2,11,1770,1
8303,51,9,1,1,16,2152,0
6733,56,14,0,1,7,1656,0
12925,19,1,0,1,12,1471,0
7047,47,11,1,4,14,2243,0
57997,27,3,0,2,7,1667,0
5443,38,2,0,1,6,1365,0
5312,52,14,0,1,12,2134,0
11172,59,4,1,2,4,1470,0
18052,25,6,0,1,15,1400,0
9061,41,12,0,1,8,1641,0
22137,18,1,2,1,10,1723,1
4916,42,9,0,1,8,1781,0
15540,18,1,0,2,6,1443,0
5703,64,1,1,3,1,1669,1
7685,33,4,0,1,17,2061,0
13054,22,1,0,1,10,1605,1
11442,23,4,0,1,12,1923,0
15455,48,14,0,1,11,1389,0
9391,59,9,0,2,4,1531,0
6302,50,10,2,2,10,1804,0
6651,35,14,2,1,11,1615,0
25018,44,9,1,1,16,1929,0
10700,18,1,0,1,9,1525,0
2698,28,8,0,1,13,1606,0
29276,45,4,1,3,3,2051,0
33476,30,10,2,1,9,1729,0
15763,54,14,0,1,9,1392,0
4712,52,4,0,1,10,1583,0
5406,42,2,1,1,19,2125,1
8439,43,3,1,2,6,1605,1
10887,53,4,2,2,9,1674,1
19973,25,4,0,1,11,1550,0
14307,41,8,1,1,11,1330,0
2609,79,11,2,2,12,1787,0
29829,49,9,2,2,7,1802,0
28137,47,4,0,2,6,1721,0
16054,54,13,1,1,6,1626,0
19827,53,6,0,2,8,1624,0
4042,46,15,0,1,7,1579,0
15514,57,6,0,1,9,1431,0
9449,39,9,2,2,9,1679,1
15674,46,7,0,1,11,1810,0
3517,48,10,1,1,12,2005,0
31515,63,6,0,1,12,1915,0
4825,28,5,0,1,9,1171,0
8051,60,9,1,1,15,1864,0
3849,46,14,1,1,10,1806,0
14358,75,3,0,2,6,1828,0
17728,45,4,2,1,11,1882,1
8290,70,2,0,1,5,1657,1
3183,54,14,0,3,18,1993,0
13452,30,4,0,5,9,2239,0
12228,79,15,2,2,12,2043,0
16768,34,5,0,3,16,1873,0
9415,55,3,2,1,17,1985,0
8946,52,14,0,1,17,1562,0
17852,30,5,0,1,1,1220,0
13654,18,1,1,1,10,2099,0
13179,50,1,1,1,14,1850,1
8264,40,9,0,1,8,1324,0
8343,67,6,0,1,19,1636,0
19184,48,2,0,1,14,1981,1
6108,63,9,2,1,12,1374,0
13272,42,7,0,2,13,1784,0
13389,20,1,1,1,10,1814,0
9834,45,10,1,2,15,2073,0
3118,61,12,1,1,18,1885,0
16064,47,3,2,2,11,1584,1
15848,30,8,2,1,10,1499,1
17262,54,13,1,4,3,1846,0
10639,35,13,1,1,8,1370,0
2154,46,8,0,1,4,1459,0
15524,32,11,2,2,1,1473,1
39114,59,10,0,2,14,2338,0
4600,62,6,0,1,15,1816,0
8950,56,9,0,1,5,1099,0
22654,59,10,0,1,14,1606,0
7933,47,6,0,1,4,1456,0
11578,46,2,1,1,7,2033,0
9158,65,3,0,4,8,2400,0
10914,46,7,0,2,10,1680,0
3539,75,6,0,1,3,1603,0
5458,59,10,1,1,17,1531,0
23719,61,7,1,1,6,1526,0
2266,65,8,2,1,10,1560,0
8538,39,8,0,1,8,1974,0
35812,74,5,0,5,12,2563,0
7310,18,1,0,1,7,1935,0
5073,32,1,2,1,8,1881,1
6567,52,2,1,1,5,1478,1
3067,58,6,0,3,18,2136,0
8116,61,1,0,1,16,2044,0
17535,74,13,0,1,10,1809,0
7981,40,2,0,1,1,1243,0
6608,42,5,0,5,8,2108,1
10685,31,8,0,3,7,2030,0
8908,40,14,0,5,9,2102,0
14842,45,3,0,1,10,1807,0
9868,52,12,0,4,8,2056,0
8177,27,1,2,1,11,1561,1
13105,48,11,0,3,14,2160,0
16581,40,12,1,1,11,1661,1
9599,30,10,0,3,14,2009,0
52967,45,3,1,1,9,1613,0
26925,44,7,1,2,13,1893,0
3519,30,6,0,1,7,1428,0
23505,38,13,0,1,6,1900,0
37426,66,14,1,1,15,1831,0
19351,38,6,2,1,13,1565,0
7179,37,12,0,1,11,1681,0
5876,37,14,1,3,13,2173,0
30552,36,11,0,1,10,1838,0
6664,43,3,1,1,6,1483,1
15123,54,6,2,1,9,1610,1
4624,43,6,0,2,13,1988,0
41212,46,6,0,3,11,1781,0
14422,63,5,0,1,14,1746,0
5383,61,5,1,2,16,1811,0
8115,23,4,1,2,12,1989,0
5552,54,11,2,1,3,1503,0
7397,42,9,1,2,3,1517,0
12750,53,3,0,2,6,1197,0
14254,43,14,0,1,15,1946,0
10493,26,7,0,5,15,2053,0
23833,47,7,1,1,16,1857,0
7924,32,5,1,2,16,1990,0
9438,55,9,1,1,11,1663,0
