ClaimAmount,CustomerAge,PolicyYears,AccidentSeverity,NumberOfClaims,VehicleAge,PremiumAmount,Fraudulent
8561,35,4,1,2,11,1609,0
12597,48,15,0,2,14,1914,0
10493,48,3,2,1,16,1666,1
35969,40,13,0,1,11,1592,0
7150,67,1,1,2,17,1819,1
2728,62,2,1,1,9,1801,0
33992,52,5,0,2,8,1629,0
17534,60,8,0,1,7,1626,0
9069,40,1,0,3,6,1805,0
5290,25,1,0,2,12,1840,1
9486,58,3,0,1,12,1687,0
16784,34,10,1,1,9,1621,0
13369,39,3,0,3,3,1731,0
13200,35,11,1,2,5,1872,0
22752,62,6,0,3,15,2265,1
14315,40,9,0,1,14,1674,0
25829,60,1,0,2,8,1627,0
7883,23,1,0,5,3,2288,1
11899,27,2,0,1,10,1421,0
10567,38,8,2,2,8,1619,1
10200,24,1,1,1,2,1425,1
8702,44,9,1,1,12,2182,0
15626,18,1,1,4,15,1984,1
3204,37,5,0,2,12,2557,0
19733,29,6,1,1,16,1491,1
5651,44,12,1,1,20,1865,0
14372,41,7,0,3,9,1960,0
10262,35,7,0,2,15,1802,0
10802,26,1,1,1,10,1573,1
15847,76,8,0,3,14,2149,0
30149,38,11,0,1,8,1661,0
13409,72,6,0,1,13,1817,0
5316,31,2,0,1,5,1064,0
17363,54,11,1,1,8,1567,0
13451,54,5,1,4,6,2271,0
2889,61,4,0,3,14,2056,0
5351,41,5,1,1,20,2024,0
2361,63,5,0,1,13,1701,0
14516,24,2,1,2,10,1862,0
9964,41,4,1,1,7,1647,1
8739,55,15,0,1,14,1695,0
14272,61,5,1,1,4,1399,0
3574,57,11,0,1,10,1631,0
19248,49,4,0,1,8,1161,0
12687,26,1,1,1,14,1619,1
30190,51,14,0,2,13,2357,0
8271,44,12,1,1,13,1957,0
62525,49,14,0,1,6,1095,0
23144,27,8,0,1,9,2003,0
2159,61,13,1,1,9,1362,0
3895,20,1,2,1,11,1384,1
8867,63,1,0,1,14,1725,0
21349,46,9,1,3,11,2076,0
2863,33,6,1,1,7,1748,0
12788,77,1,0,1,6,1615,0
12678,50,12,0,1,7,1222,0
11307,75,3,1,1,12,1776,0
25196,50,11,1,1,19,1837,1
6592,30,11,0,1,7,1677,0
3103,52,14,0,2,9,1773,0
9369,54,7,0,4,12,1929,0
11846,37,4,0,4,2,1933,0
6976,41,13,0,2,5,1647,0
6269,65,14,1,2,5,1806,0
5296,33,9,0,3,10,1847,0
5125,49,6,2,1,12,2030,0
3364,56,9,0,2,11,1925,0
7669,59,13,0,1,11,1395,0
8188,66,2,0,2,4,1937,0
16383,24,2,1,1,11,2025,1
15517,44,11,0,1,6,1303,0
15105,57,7,1,1,10,1614,0
16648,53,15,0,2,11,1958,0
6104,57,11,0,4,17,2166,0
18852,18,1,1,1,10,1538,0
12657,52,12,1,1,16,2017,0
34029,23,3,0,1,10,2112,0
2344,65,8,0,4,8,1982,0
6317,28,5,2,1,16,1425,0
30369,64,4,0,1,12,1610,1
14484,48,2,2,2,15,1584,1
19665,25,2,2,3,8,1598,1
5736,56,15,0,1,8,1684,0
16511,61,14,0,2,12,2062,0
4279,71,1,0,3,8,1815,1
3551,23,4,1,1,12,1781,0
37626,41,8,0,1,10,1748,1
13277,28,9,1,2,13,2174,0
4819,54,12,1,1,12,1591,0
7760,41,15,0,1,9,1330,0
71599,54,1,0,1,7,1594,0
6036,27,7,1,2,17,2131,0
16240,25,3,1,2,7,1905,0
4557,51,6,0,1,13,1477,0
18727,52,10,0,3,10,1862,0
14584,18,1,1,1,12,1972,1
3694,20,1,0,1,5,1592,0
8445,30,11,0,1,16,2061,0
24331,31,9,0,1,8,1395,0
12563,76,8,1,1,8,1352,0
19098,48,9,2,1,21,1662,0
8610,46,6,0,2,16,1960,0
35575,43,4,1,2,17,1825,1
9091,47,8,1,3,7,1738,0
14944,21,2,2,1,12,1685,1
18235,40,6,1,4,19,2374,0
13696,26,2,1,1,14,1437,1
3049,42,8,0,3,10,2236,0
2755,32,10,1,3,12,1841,0
73084,70,13,1,3,3,1437,0
13493,35,10,0,2,8,1541,0
6880,41,6,0,3,13,2095,0
5581,35,2,0,3,13,2697,0
18383,24,1,0,2,16,1703,1
3082,47,14,1,3,2,2104,0
17641,43,4,0,2,7,1419,0
12132,47,13,2,2,8,1588,1
4292,45,2,0,1,11,2130,0
12210,43,13,0,2,11,1855,0
10758,38,14,0,1,14,1884,0
10404,64,13,0,1,5,1550,0
5255,47,3,1,1,7,1058,1
33980,38,15,0,1,7,1444,0
6615,26,4,0,2,8,1767,0
4142,31,3,1,4,12,2041,1
4765,41,1,0,1,11,1746,0
3654,31,11,0,4,20,2346,0
5122,38,10,0,2,12,1989,0
4909,51,15,0,3,10,1972,0
1617,43,11,0,1,7,1446,0
13096,37,2,1,1,18,1615,1
6465,41,13,1,1,13,1665,0
12766,61,10,0,1,1,1432,0
7044,47,4,2,1,16,1941,1
8479,47,1,0,2,8,1572,0
6910,44,11,1,1,15,1567,0
3320,56,13,1,1,6,1512,0
5360,54,4,1,1,12,1401,0
15509,31,8,2,3,11,1875,0
19094,38,15,0,1,9,1877,0
9703,31,7,0,3,13,2314,0
26398,37,15,1,2,10,1912,0
17183,49,8,0,1,3,1307,0
6062,43,10,0,3,3,2090,0
12713,20,1,0,1,11,1511,0
12681,52,2,0,4,9,2141,0
7692,51,12,1,1,5,1399,0
5947,40,5,1,1,6,1669,0
12318,56,12,1,1,10,1371,0
14942,50,13,0,3,11,1710,0
8907,72,6,1,2,5,1862,0
7657,55,8,1,1,16,1797,0
14811,50,15,1,2,10,1995,0
7091,45,9,2,1,13,2099,0
42277,48,7,0,1,9,1652,0
5718,32,12,2,1,9,1572,0
26514,48,4,1,3,12,1884,1
5509,59,2,2,1,11,1841,0
5725,44,3,0,3,12,1623,0
26126,37,7,1,1,9,2012,0
13889,53,1,1,2,17,2052,1
4115,46,8,0,1,11,1750,0
10435,55,13,1,4,14,2490,1
6268,63,4,0,1,2,1585,0
2285,24,3,0,1,7,1640,0
3183,44,11,0,2,10,1347,0
5532,38,13,0,2,9,1773,0
3987,58,2,2,2,14,1670,0
17836,32,4,0,1,12,1535,0
3566,49,1,2,1,6,1306,0
9241,40,11,2,1,11,1516,0
10685,63,10,0,1,8,1046,0
5025,26,7,0,1,15,1980,0
30090,45,14,1,1,11,1619,0
37491,28,3,2,2,9,1847,1
17538,26,2,1,1,7,1489,0
5962,47,5,0,1,11,1503,0
24916,34,1,0,2,11,1951,0
4188,67,14,2,1,9,1872,0
13632,41,13,1,1,11,1445,0
11986,57,14,1,1,10,1881,0
11644,27,6,1,1,9,1757,0
23716,39,14,1,1,23,2339,0
8129,45,9,1,3,12,2017,1
8570,58,4,0,5,10,2316,1
13798,38,5,0,3,16,2150,0
13401,38,8,0,2,12,2102,0
3882,44,12,1,2,14,1901,0
13995,74,14,1,4,7,1846,0
10826,23,2,0,2,8,1984,0
18748,29,10,0,1,14,1672,0
10002,35,13,2,2,8,1744,0
37623,52,8,1,2,11,2457,0
3349,75,8,0,2,5,1536,0
5055,39,8,1,1,18,2150,1
14805,37,6,1,4,7,1910,0
3453,37,1,0,1,14,1415,0
12206,25,4,0,1,9,1902,0
3297,28,2,0,1,13,2151,0
1210,48,2,0,1,13,1802,0
57675,51,3,0,1,7,1235,1
5947,42,11,1,1,7,1401,0
4349,41,14,0,5,9,2057,0
3556,43,9,0,3,6,1581,0
9618,56,13,1,2,3,1493,0
18979,67,12,2,4,5,1536,0
6395,42,14,0,1,8,1516,0
3591,54,4,2,1,11,1592,1
4084,58,14,0,1,16,1583,0
3394,54,12,0,1,15,2043,0
10663,44,4,0,5,12,2078,1
14220,36,9,2,2,14,1887,0
10874,35,7,0,2,13,2007,0
18216,40,10,1,1,5,1708,0
22883,35,13,0,1,8,1746,0
3820,39,4,0,1,13,1943,0
75000,59,1,0,1,13,1970,1
7415,67,11,0,3,5,1620,0
11740,20,1,0,2,8,1572,0
1759,45,7,1,1,13,1647,0
29596,57,3,0,1,11,1601,0
9201,38,3,0,2,7,1526,1
10621,55,15,0,1,17,1585,0
2190,46,8,0,1,13,2073,0
75000,59,2,1,3,13,1893,1
4182,49,13,0,2,11,1557,0
4038,44,2,0,2,12,1639,0
19378,21,2,0,1,14,1878,1
10696,39,5,0,1,12,1761,0
4495,80,5,0,2,10,1388,0
3097,52,9,0,1,7,1684,0
4122,18,1,2,2,13,1777,1
7936,63,11,2,2,12,2014,0
4960,41,6,0,1,4,1590,0
15708,49,9,2,1,4,1971,0
8547,36,2,1,4,9,2051,1
5547,33,4,0,1,16,1534,0
9449,18,1,1,1,10,1637,0
6346,18,1,2,3,18,2089,1
18691,32,4,1,3,10,2004,1
6478,35,11,1,3,17,2165,0
16046,40,3,0,1,7,1759,0
12368,63,1,1,1,10,1874,1
2769,40,4,0,1,13,1610,0
7049,71,7,1,2,16,2183,0
16513,57,13,0,1,11,1910,0
18498,38,10,2,1,8,1497,0
9195,28,4,0,2,11,1829,1
7282,43,11,0,1,7,1311,0
3911,26,2,0,1,10,2094,0
12798,38,12,0,1,5,1382,0
21637,55,1,0,1,9,1933,0
1019,50,11,0,1,11,1793,0
22245,21,2,0,1,9,1659,0
11732,50,14,0,1,10,1513,0
10461,43,4,0,2,13,1816,0
18736,74,7,1,1,12,1561,0
1237,27,4,0,1,10,2003,0
44508,45,10,0,1,15,1853,1
9063,57,15,0,1,2,1180,0
12037,37,12,1,1,6,1351,0
6406,66,13,0,1,16,1951,0
10787,62,3,1,1,7,1415,0
9328,53,5,0,1,8,1663,0
29847,40,4,1,4,13,2113,1
10102,49,6,2,1,15,1920,0
34939,39,8,0,3,10,2074,1
5487,24,2,1,1,12,1618,1
16966,47,7,0,1,11,1675,0
7659,34,15,0,1,8,1759,0
6374,64,11,0,1,5,1317,0
19904,69,1,0,1,17,1992,0
7895,32,2,0,3,8,1966,1
11153,59,11,0,5,16,2445,0
13407,53,11,0,2,10,1607,0
5283,49,1,0,1,6,1561,0
3546,35,2,1,2,9,1505,1
10583,37,3,2,1,12,1695,0
10813,46,5,1,3,13,2219,0
4777,27,8,0,1,1,1192,0
22457,34,11,0,1,5,1897,0
23654,56,2,1,1,10,1635,0
6356,30,4,1,2,8,1767,1
13946,47,4,2,1,12,1562,1
29539,56,13,0,2,11,1743,0
5575,49,10,2,4,12,2383,1
3298,38,15,0,3,8,1325,0
6063,50,4,0,1,14,1892,0
10302,54,11,0,1,4,1621,0
17526,66,2,1,1,8,1354,1
5137,50,8,0,2,12,1922,0
7173,31,3,0,1,19,1744,0
9631,54,4,0,4,17,1952,0
8138,34,14,1,1,14,1918,0
9000,32,5,1,4,3,1757,0
21234,37,4,0,1,5,1434,0
8445,52,2,1,2,7,1702,1
17890,63,4,0,3,11,2215,0
2025,40,10,0,2,16,1980,0
5583,25,3,1,1,12,1731,0
7541,63,8,0,1,16,1973,0
15603,47,4,0,1,7,1454,0
20491,20,1,0,1,16,1769,0
6141,25,6,0,1,10,1804,0
5492,60,3,0,1,6,1403,0
10387,49,9,1,2,11,1843,0
10040,42,11,0,1,6,1662,0
9621,43,12,1,2,13,1937,0
11399,43,14,1,2,13,1813,0
11242,51,5,0,1,13,1525,0
16666,35,10,1,1,6,1533,0
6381,46,14,1,2,6,1906,0
42019,29,9,2,2,15,1991,1
12493,52,2,0,3,10,1864,0
3500,39,10,0,1,5,1330,0
5371,39,5,0,4,16,2587,0
12767,37,3,2,1,12,1491,0
3588,53,6,0,5,11,2035,0
28282,59,13,0,1,8,1706,0
5462,43,12,2,4,15,2038,0
44760,60,4,1,1,6,1434,1
4738,38,9,1,4,7,2129,1
7115,40,2,0,4,10,1973,0
49121,49,6,2,3,14,1987,1
24574,41,13,0,1,11,1795,0
17269,45,5,0,1,10,1666,0
8036,65,12,2,2,7,1254,1
18451,26,5,0,2,7,1415,0
9689,44,10,0,1,6,1546,0
4850,51,14,0,4,11,1864,0
18207,42,6,1,1,8,1445,1
36637,42,10,2,1,13,2000,1
10779,26,3,1,5,8,2183,1
8060,75,12,0,2,11,1538,0
8224,28,4,1,1,12,2035,0
13625,47,10,0,1,7,1785,0
7506,24,5,1,2,15,2003,1
3378,24,5,1,1,7,1613,0
6748,38,11,1,1,12,1948,0
29759,48,10,0,3,14,2198,0
7732,42,7,0,1,12,1718,0
10833,29,6,2,1,9,1483,1
42964,33,12,0,1,9,1511,1
9793,40,13,0,1,10,1666,0
13783,51,15,0,1,12,1494,0
12857,67,2,1,2,9,1734,1
8261,44,6,2,2,9,1824,0
20481,58,7,0,1,15,1450,0
32114,80,10,2,3,15,2027,0
7632,44,5,0,2,18,2336,0
2425,29,3,1,1,11,1603,0
4603,24,3,1,1,14,1777,1
9281,49,7,2,1,12,1718,0
2220,29,9,1,1,14,1755,0
4989,53,5,2,1,14,1735,1
3585,18,1,2,1,11,1629,1
8538,54,2,0,1,9,1682,0
10101,51,5,0,3,7,1888,0
7379,33,13,1,2,15,1896,1
28886,26,6,0,1,12,1530,0
3836,77,3,0,1,10,1639,0
14409,74,2,1,1,13,1821,0
9267,61,3,1,2,8,1903,0
11544,49,2,0,3,2,1748,0
1705,41,5,1,1,13,1958,0
12193,62,3,0,1,12,1698,0
18588,35,5,0,2,10,1867,0
6378,18,1,1,1,12,1751,0
3534,41,15,2,1,8,1372,0
9660,49,4,1,1,6,1599,0
5863,41,7,0,1,4,1669,0
10680,36,11,0,1,1,1620,0
7471,35,6,1,1,9,1692,0
21961,49,12,1,2,3,1891,0
5336,32,8,1,1,11,1580,0
29555,43,7,0,1,8,1213,0
3594,47,9,1,2,12,1761,1
24087,19,1,1,1,11,1887,0
75000,50,7,1,1,11,1723,1
17665,18,1,1,1,14,1698,1
18965,29,2,0,3,13,2128,1
20776,68,14,1,3,18,2631,0
7508,57,1,1,2,15,1827,1
8464,31,2,0,2,7,1676,1
20361,49,13,1,3,12,2039,0
9958,52,13,1,4,9,1755,1
15295,47,15,1,1,7,1491,0
21466,45,14,2,1,14,1998,0
14392,32,13,0,3,9,2019,0
6084,33,7,1,1,3,1347,0
10230,45,4,0,1,24,1779,0
25037,25,1,0,1,9,1805,0
7221,54,11,1,2,8,2345,0
7400,53,10,0,3,9,1895,0
4037,46,3,1,1,10,1417,0
39804,47,2,2,1,14,1996,1
7430,38,1,1,1,11,1571,0
4932,32,6,1,1,8,1780,0
13453,76,15,1,4,12,2397,0
75000,18,1,0,1,11,1423,1
13416,70,12,0,1,9,1702,0
8361,41,10,2,1,13,1840,1
4885,66,5,1,2,8,1924,0
13131,72,6,1,2,10,1697,0
10319,50,3,0,1,12,1722,0
38530,37,3,1,1,6,1297,0
21284,37,14,2,1,9,1368,0
8293,59,10,0,1,7,1528,0
13385,43,9,0,1,14,2076,0
14214,61,3,2,2,8,1965,0
8130,60,14,0,2,4,1486,0
10511,24,2,2,1,9,1725,1
33247,57,7,0,1,12,1711,0
4082,30,4,1,3,13,1947,0
15147,38,1,2,4,11,2136,1
7792,65,3,2,1,7,1368,0
11020,53,15,0,5,5,2254,0
9739,30,1,1,3,19,2090,1
4710,32,7,0,2,9,1723,0
4422,25,4,0,1,10,1837,0
36061,64,5,0,2,4,1551,0
3738,36,10,1,1,8,1834,0
34050,38,1,1,1,8,1579,1
3283,48,13,1,1,8,1644,0
12307,41,2,0,1,12,1657,1
18785,75,3,0,1,13,1853,0
5514,57,3,1,1,7,1485,0
2927,43,5,0,3,12,2260,0
6779,18,1,0,2,5,1783,0
