ClaimAmount,CustomerAge,PolicyYears,AccidentSeverity,NumberOfClaims,VehicleAge,PremiumAmount,Fraudulent
5159,55,1,0,2,9,1634,0
1894,30,7,2,1,11,1490,0
3880,58,1,0,1,9,1968,0
5055,27,6,2,1,13,1511,1
3451,29,8,2,1,9,1825,1
9367,64,12,1,1,1,1575,0
7200,57,6,1,1,6,1028,0
5846,46,8,1,1,8,1404,0
1536,33,8,0,1,8,1515,0
4843,59,14,2,1,3,1305,0
22647,53,5,2,1,4,1558,1
2634,44,4,1,1,7,1499,1
874,52,13,1,1,3,1530,0
1632,54,5,0,2,10,1502,0
11515,41,2,0,2,2,1108,0
869,33,8,0,2,10,1854,0
17986,62,7,1,3,12,2305,0
3208,38,15,0,5,11,2117,0
3001,57,10,2,1,6,1582,0
27005,34,2,0,1,3,1217,0
20951,42,1,1,2,1,1577,1
7273,73,3,1,2,6,1609,0
1231,37,2,1,3,9,2029,0
3532,37,8,0,3,5,1848,1
9154,41,2,1,2,5,1596,1
5472,43,11,0,1,10,2094,0
4844,41,11,1,1,6,1577,0
2456,72,6,1,3,6,1700,0
9487,56,15,2,4,11,2050,0
4514,75,2,2,1,11,1624,0
16962,47,4,0,1,9,1254,0
4980,48,6,0,1,19,1744,1
1489,57,11,2,1,14,2146,0
21165,38,12,1,1,1,1080,0
5679,29,1,1,2,12,1916,0
3606,30,6,1,2,5,1682,0
9019,32,10,1,1,6,1485,0
7624,53,2,1,2,6,1801,0
5948,32,8,0,5,9,2327,0
6683,46,15,1,4,6,1792,0
1161,70,4,0,1,2,1375,0
6827,24,5,1,2,4,1659,1
500,35,2,1,1,2,1601,0
2563,29,3,0,1,3,1188,0
2857,38,1,0,1,7,1308,0
3024,29,4,0,1,8,1624,0
6079,37,15,0,2,7,1487,0
6107,29,3,1,1,11,1501,0
7443,63,13,0,1,6,1324,0
4148,48,9,2,1,10,1566,0
1028,39,7,1,1,7,1441,0
21900,43,1,0,3,9,2107,0
1376,42,7,0,1,4,1190,0
2060,53,5,0,1,5,1594,0
1346,35,8,0,1,9,1507,1
1486,54,14,0,1,13,1835,0
5023,52,12,1,1,11,1393,0
4996,71,8,0,5,10,2001,0
8946,47,6,0,2,1,1267,0
5736,38,9,0,2,1,1528,0
4495,40,6,0,1,8,1643,0
21726,45,12,1,1,4,1735,0
4534,55,2,1,1,1,1750,0
4483,39,1,0,1,9,1790,1
29893,47,4,1,1,8,1895,0
2563,67,15,0,1,1,1544,0
4061,63,5,0,1,7,1610,0
9492,35,8,1,2,5,1828,0
9107,43,12,0,1,12,1525,0
3428,44,3,0,1,7,1583,0
1633,69,14,0,2,12,1545,0
5104,45,12,2,1,6,1409,0
7885,50,9,0,1,3,1746,0
7634,53,10,0,1,9,1408,0
1968,41,15,1,1,2,994,0
8046,42,13,0,3,11,1907,0
4211,44,8,0,2,5,1382,0
4113,49,11,2,1,3,1594,0
925,51,10,1,1,1,1391,0
2061,51,15,1,3,10,1872,0
4131,58,1,2,2,4,1784,0
13372,43,7,1,2,9,1815,0
53631,27,6,0,1,7,1300,0
24766,38,4,0,1,3,1371,0
7814,41,12,0,3,6,1800,0
5893,41,15,1,1,6,1337,0
12542,47,2,2,2,7,1427,1
12788,24,4,0,4,5,1962,0
3334,18,1,0,1,10,1323,0
1584,77,1,0,2,13,2041,0
9465,43,5,0,2,9,1815,0
3389,45,15,0,2,9,1697,0
14730,63,13,0,1,11,1532,0
6861,31,3,2,3,11,1949,0
12238,30,3,0,1,12,2052,0
14666,20,1,1,1,3,1152,0
5722,32,1,1,1,7,1706,0
6235,44,10,1,1,13,1432,0
3686,48,8,0,1,5,1679,0
1249,31,1,2,1,3,1372,1
14138,54,4,0,2,4,1411,0
3305,42,6,0,1,8,1700,0
14787,37,6,2,2,6,2060,0
28290,48,9,1,1,12,1473,1
1706,60,13,2,2,1,1783,0
15507,43,4,0,1,2,1125,0
5258,44,10,0,1,3,1132,0
7929,18,1,0,1,6,1534,0
2360,26,4,0,1,9,1532,1
2395,55,12,0,5,5,2123,0
1340,65,14,0,1,6,1635,0
6135,43,1,2,3,4,1869,1
6017,40,13,1,2,11,1548,0
3348,47,9,1,2,10,1819,0
5577,28,1,2,1,9,1531,0
1633,42,11,0,2,6,1522,0
4758,27,2,1,2,8,1434,0
8835,18,1,0,1,9,1919,0
10752,37,3,0,1,1,1248,0
7600,40,12,0,1,8,1599,0
13606,53,5,1,1,2,1561,0
21963,59,11,1,1,4,1433,0
23069,33,11,0,3,7,2095,1
3132,18,1,2,2,9,2059,1
4617,59,12,0,1,6,1968,0
1318,49,5,1,3,6,1865,1
2913,18,1,0,1,2,1548,0
8467,58,2,2,1,1,1625,1
2677,34,8,1,1,14,1688,1
3911,53,9,1,1,7,1230,0
5156,42,11,1,1,1,1240,0
13506,23,2,0,5,6,1909,0
7586,27,6,0,2,2,1838,0
5540,40,12,2,1,7,1741,0
11105,66,12,1,3,9,2018,0
3501,47,10,0,1,1,1267,0
18125,52,13,0,1,5,1588,0
11789,31,8,1,1,14,1468,0
11080,65,14,2,2,1,1673,0
4565,41,7,0,5,12,2440,0
14341,53,3,1,1,1,1191,1
13702,61,13,1,1,8,1524,0
7248,69,14,1,1,13,1542,0
7265,69,3,0,1,13,1380,0
7937,49,6,0,2,13,1783,0
7614,70,9,0,1,3,1382,0
3468,18,1,1,3,11,1823,1
2834,52,12,2,2,8,1796,0
12543,37,15,0,1,6,1332,0
6710,29,7,0,2,2,1435,0
7186,18,1,1,5,3,2188,1
1118,39,6,1,1,5,1532,0
6243,33,9,1,1,10,1765,0
2517,65,8,2,2,3,1809,0
4009,24,2,2,1,1,1084,1
12795,40,5,0,3,1,1457,0
4276,53,4,0,1,10,1793,0
2422,59,14,0,1,6,1597,0
2195,42,7,0,4,2,1956,0
18265,46,4,2,3,4,2085,0
14531,49,11,1,5,2,2131,0
3285,55,15,1,1,2,1585,0
4467,47,6,0,1,1,1273,0
3990,34,2,1,1,12,1738,0
18896,58,5,1,1,1,1123,0
6109,58,8,0,1,13,1846,0
8733,55,13,0,2,8,1559,0
7378,45,4,0,4,2,2356,0
7865,66,9,2,2,2,1627,0
8810,45,9,0,3,5,1851,1
4799,66,10,1,3,2,1982,0
3397,27,3,0,2,3,1722,0
1610,38,14,0,4,7,2106,0
1479,45,13,1,1,1,1498,0
7024,62,1,0,1,14,1426,0
5666,43,9,2,1,9,1844,0
4182,37,8,0,2,6,1489,0
3331,53,3,2,1,9,1314,1
4052,37,4,2,1,10,1724,1
744,39,7,1,1,7,1550,1
22710,53,12,1,1,10,1859,0
8171,44,3,1,1,2,1429,1
5453,44,4,1,1,6,1713,0
4657,55,6,0,1,9,1350,0
5971,44,3,1,1,4,1408,0
4359,55,8,0,1,9,1624,0
3592,47,7,1,5,7,2649,0
4840,42,3,0,1,8,1925,0
2405,37,11,0,2,4,1856,0
8054,53,7,1,1,8,1376,0
15085,31,9,0,1,5,1431,0
3104,46,7,0,1,1,1465,0
5195,53,5,0,1,3,1708,0
1084,46,9,1,1,8,1460,0
3216,25,4,0,1,1,1516,0
1939,55,7,0,2,6,1577,0
2669,31,12,0,2,2,1676,0
14409,43,15,2,2,10,1340,0
1824,40,9,0,2,7,1599,0
3822,32,12,0,1,11,1875,0
12881,23,3,1,5,14,2003,1
4524,40,13,0,1,4,1398,0
3798,64,2,0,2,12,2118,0
9285,18,1,0,1,3,1370,0
1691,42,3,2,3,7,2052,1
11276,44,4,1,1,4,1593,0
12539,44,4,1,1,6,1703,0
4040,20,1,2,2,5,1561,1
4592,39,10,1,1,8,1497,0
8066,44,11,1,2,4,1816,0
17127,31,4,1,1,4,1502,0
992,27,5,2,1,8,1441,1
2708,50,15,1,3,8,1710,0
7325,48,13,0,1,9,1451,0
985,61,1,0,3,6,1931,1
3988,41,13,1,1,2,1165,0
1751,43,12,0,2,4,1423,0
7310,46,15,0,2,8,1762,0
8145,38,3,0,1,7,1337,0
2626,38,2,1,1,1,1502,0
8462,32,5,0,1,2,1307,0
1246,21,2,1,1,8,1185,0
1097,41,6,0,1,8,1565,0
2275,28,3,1,1,12,1945,1
1887,19,1,1,1,5,1491,0
4416,63,6,1,1,9,1451,0
5122,56,9,0,2,2,2172,0
9080,38,5,0,1,3,1166,0
3921,56,6,1,1,10,1669,0
1742,64,14,1,3,8,1938,0
5775,61,6,2,1,1,1297,0
5092,27,8,0,2,5,1729,0
1552,40,10,0,1,9,1599,0
1925,34,7,2,1,5,1519,0
4987,41,12,1,1,3,1588,0
3852,42,6,0,2,5,1369,0
11805,40,9,0,1,3,1643,0
4532,42,12,0,1,5,1811,1
1032,59,9,2,1,4,1540,0
5735,41,2,0,1,7,1522,0
3037,45,8,0,1,1,1668,0
4374,74,6,1,1,7,1713,0
17154,32,2,0,3,3,1738,0
2743,59,14,0,1,12,1899,0
4071,41,10,1,1,11,1761,0
2604,35,7,0,2,11,2081,0
6559,59,4,0,1,4,1287,0
8595,49,5,0,1,16,2131,0
3661,47,6,2,1,1,1813,0
4621,18,1,0,1,2,1584,0
4133,28,1,0,1,9,1387,0
3087,47,5,0,1,3,1460,0
15384,67,9,0,2,7,1477,0
2948,34,2,1,1,5,1679,0
3123,39,6,2,2,10,1673,0
3324,29,5,1,1,12,1932,0
10041,23,4,1,2,12,1986,1
4424,38,9,1,2,4,1690,0
1578,36,9,0,2,9,1705,0
2319,42,15,0,1,9,1739,0
7427,59,7,1,2,1,2088,0
6181,43,3,0,1,7,1603,0
7557,46,9,2,1,8,1604,0
7684,49,13,0,1,13,1885,0
7576,40,1,2,2,1,1622,1
1787,75,7,1,1,1,1138,0
6435,27,2,1,1,5,1442,0
3225,54,6,2,1,10,1919,1
2715,26,3,0,2,9,1747,0
8389,30,1,2,1,1,1382,1
2923,30,9,1,1,3,1463,0
1529,38,11,1,2,1,1386,0
5384,48,12,0,3,5,2098,0
10392,35,1,0,4,15,2308,1
16479,46,9,1,2,3,1409,1
5941,47,8,0,1,6,1318,0
2743,61,8,2,1,9,1489,0
1896,57,10,0,1,5,1168,0
5308,62,7,1,2,11,1733,0
4744,55,6,0,3,17,2413,0
3620,59,3,2,1,6,1666,1
2608,55,9,0,3,11,2015,0
4320,27,3,1,1,8,1587,0
11157,38,9,0,3,10,2033,0
4757,31,1,0,1,9,2090,0
2061,44,5,2,1,8,1532,1
8223,30,6,0,2,7,1965,0
14236,54,8,2,1,6,1614,1
19035,18,1,0,4,4,1996,0
2565,58,2,1,1,3,1077,0
3199,18,1,1,3,7,1633,1
29048,39,5,0,1,16,1998,0
1278,41,5,1,1,11,1854,0
9615,62,4,0,2,1,1537,0
1431,63,5,1,1,5,1143,0
10138,41,1,2,3,5,1814,1
5875,47,3,2,1,7,1325,1
948,34,6,0,4,1,1544,0
7236,26,5,1,1,13,1965,0
8535,46,13,0,4,9,2166,0
3418,56,2,1,5,6,1950,1
3898,34,14,1,1,5,1742,0
3322,68,6,1,1,8,1824,0
3089,23,4,0,1,9,1713,0
3243,51,7,0,1,6,1805,0
3979,47,3,0,4,12,2119,0
2389,53,12,0,1,5,1586,0
1801,73,9,1,1,7,1019,0
5355,58,1,1,1,7,1446,1
4814,44,7,1,1,1,1476,0
3651,66,13,1,2,8,1708,1
12576,55,12,1,1,4,1513,0
18757,37,8,1,4,2,1798,1
3949,33,1,0,1,8,1811,0
7040,41,12,0,2,9,1581,0
4653,47,12,0,1,13,1797,0
15148,48,3,2,1,10,1384,0
10696,40,4,1,3,7,1976,1
3267,24,3,2,1,5,1100,1
2669,46,5,1,2,4,1777,1
10695,61,12,0,4,3,1745,0
16285,37,7,1,1,3,1407,0
8904,44,11,0,5,5,2127,0
6412,28,5,0,1,12,1774,0
6224,42,2,0,1,1,1460,1
5070,43,13,2,2,4,1395,0
11778,73,6,2,1,7,1837,1
12899,51,11,1,1,9,1891,0
14182,50,4,1,1,11,1712,0
9771,51,11,2,1,3,1037,0
2768,40,12,0,1,4,1786,0
2641,22,1,0,2,6,1932,1
4376,18,1,0,1,4,989,0
2987,61,1,0,3,9,2045,0
5671,31,8,0,4,6,1949,0
1603,43,6,1,1,8,1600,0
4293,48,14,2,1,5,1522,1
20636,44,11,0,1,10,1892,0
1747,55,14,0,1,6,1621,0
2153,27,8,0,2,5,1594,0
6490,45,13,1,1,7,1739,0
7230,39,4,0,2,11,1731,0
5026,62,12,0,1,1,1702,0
4179,47,3,0,2,7,1595,0
15246,58,4,1,1,15,1730,0
4647,53,8,0,2,1,1741,0
2886,35,10,0,1,4,1709,0
2208,40,1,0,1,5,1711,0
1396,58,3,0,2,3,1935,0
9604,18,1,1,1,3,1648,1
13198,37,8,1,3,7,2095,1
5581,47,15,0,2,6,1857,0
1633,31,5,0,1,10,1819,0
2676,34,1,0,4,10,2118,1
3417,38,3,1,3,12,1635,1
8546,30,8,0,1,6,1689,0
5527,39,11,1,1,7,1992,0
4295,46,12,0,1,7,1445,0
4786,65,11,2,2,2,1499,0
12033,59,5,0,2,10,1794,0
3272,48,8,0,3,12,2125,0
3293,26,5,1,2,7,1769,1
9075,49,8,1,1,9,1477,0
3059,30,4,2,5,1,1750,1
1772,33,7,1,2,8,1327,0
2477,52,11,2,1,3,1504,0
6375,45,14,1,2,3,1780,0
2103,36,7,2,1,7,1707,1
5208,44,13,1,1,15,1888,0
1092,42,11,0,1,11,1551,0
22259,62,13,0,2,1,1649,0
5868,48,9,0,1,11,1876,0
3258,45,13,2,3,2,1923,0
6315,65,9,0,1,10,1665,0
2566,55,11,1,1,6,1354,0
6995,52,4,1,3,11,2124,1
2783,52,13,1,1,6,1560,0
2709,24,4,0,1,3,1262,0
1941,23,4,0,1,9,1643,0
7939,34,7,2,2,4,1492,0
3074,55,9,0,2,9,1901,0
4080,40,1,2,1,7,1603,1
13014,45,7,1,1,10,1489,0
4714,38,11,0,1,8,1328,0
7271,48,2,2,1,6,1797,1
5321,57,13,0,2,1,1499,0
11622,18,1,2,4,7,2032,1
7209,47,5,0,1,11,1543,0
3193,53,13,1,1,9,1877,0
3372,32,3,1,1,7,1315,1
3267,52,11,0,2,3,1519,0
2094,39,2,1,2,18,1904,1
3785,26,2,2,2,5,1522,1
6501,48,3,2,1,3,1387,0
4357,43,3,0,3,8,1804,0
1143,39,7,0,4,4,2028,0
1404,59,3,0,1,6,1302,0
12217,30,8,2,1,9,1379,1
1651,25,2,2,1,9,1854,1
9305,51,6,0,2,12,1913,0
7947,76,14,0,1,7,1619,0
22715,57,12,0,1,8,1874,0
9795,36,1,2,2,10,1611,1
8209,39,14,0,1,9,1974,0
3187,40,9,1,1,10,1968,0
6672,43,11,0,1,4,1511,0
11193,26,7,0,2,9,1938,0
7227,30,4,1,1,4,1490,0
3333,67,9,1,1,11,1386,0
3348,48,3,1,1,1,1668,0
21272,59,9,0,1,12,1690,0
16023,39,9,1,1,10,1754,1
5058,53,5,0,1,1,1630,0
7236,48,10,0,4,8,1727,0
6515,54,11,1,2,14,1920,0
3841,45,14,0,1,3,1375,0
7213,34,11,0,1,4,1193,0
17331,52,14,0,5,12,1998,0
4621,25,1,2,1,8,1374,1
8901,43,2,0,1,9,1599,0
13425,46,8,0,2,3,1180,0
2510,67,5,1,1,1,1347,0
14714,47,8,0,1,7,1540,0
4647,20,1,0,3,9,2026,0
2090,37,1,1,4,6,2265,0
14251,42,11,0,1,4,1817,0
20522,55,2,1,3,7,2149,1
2930,65,10,0,1,12,1741,0
